0	Index      	 *	Score 	Summary	Detail	
1	63521 22531	 * 	344.31	DCR|DCR|2VULN|1TLV|1MLV|1AAC|1ASPD	1aVULN|2DUR|3MLV|4CGEN|5AAC|6ASPD|79RCR|8TLV
2	61531 12633	 * 	337.52	DCR|DCR|3VULN|2DMG|1AAC|2DUR	12aVULN|3DUST|4RMIN|5AAC|6aDUR|79RCR|8aDMG|aBPWR
3	21521 22531	   	336.00	DCR|DCR|2VULN|1TLV|1MLV|1AAC|1ASPD	1LWND|2aVULN|3MLV|4CGEN|5AAC|6ASPD|79RCR|8TLV
4	62161 22531	   	335.90	DCR|DCR|2VULN|1TLV|1MLV|1AAC|1ASPD	1aVULN|2CGEN|3MLV|4BEXP|5AAC|6ASPD|79RCR|8TLV
5	21511 42631	 * 	331.08	DCR|DCR|3VULN|1MLV|1DMG|1AAC	1LWND|24aVULN|3MLV|5AAC|6DUST|79RCR|8DMG
6	63531 12331	   	328.06	DCR|DCR|2VULN|1TLV|1MLV|1AAC	1aVULN|2DUR|3MLV|4TLV|5AAC|6CGEN|79RCR|8ZMB
7	61331 42633	   	322.57	DCR|DCR|3VULN|2DMG|1AAC	12aVULN|3LWND|4RMIN|5AAC|6aDUST|79RCR|8aDMG|aBPWR
8	21521 22534	   	321.57	DCR|DCR|1VULN|1TLV|1MLV|1AAC|1ASPD|1CDMG	1LWND|2VULN|3MLV|4CGEN|5AAC|6ASPD|79RCR|8TLV|aCDMG
9	21531 12331	   	319.75	DCR|DCR|2VULN|1TLV|1MLV|1AAC	1LWND|2aVULN|3MLV|4TLV|5AAC|6CGEN|79RCR|8ZMB
10	66531 12331	   	319.75	DCR|DCR|2VULN|1TLV|1MLV|1AAC	1aVULN|2LWND|3MLV|4TLV|5AAC|6CGEN|79RCR|8ZMB
11	64531 12331	   	319.65	DCR|DCR|2VULN|1TLV|1MLV|1AAC	1aVULN|2DUST|3MLV|4TLV|5AAC|6CGEN|79RCR|8ZMB
12	63511 42331	   	319.33	DCR|DCR|3VULN|1MLV|1AAC	14aVULN|2DUR|3MLV|5AAC|6DUST|79RCR|8ZMB
13	64511 12331	   	319.33	DCR|DCR|3VULN|1MLV|1AAC	14aVULN|2DUST|3MLV|5AAC|6DUR|79RCR|8ZMB
14	62331 22531	   	318.10	DCR|DCR|2VULN|1TLV|1AAC|1ASPD	1aVULN|2CGEN|3DUR|4AME|5AAC|6ASPD|79RCR|8TLV
15	63131 22531	   	318.10	DCR|DCR|2VULN|1TLV|1AAC|1ASPD	1aVULN|2DUR|3CGEN|4AME|5AAC|6ASPD|79RCR|8TLV
16	43813 62431	 * 	316.93	DCR|DCR|2VULN|2TLV|1MLV	1MBVNT|2FEWX|36TLV|4aVULN|5RMIN|79RCR|8MLV
17	21316 42331	 * 	316.27	DCR|DCR|3VULN|1TLV|1ASPD	1LWND|24aVULN|3ASPD|5TLV|6DUST|79RCR|8ZMB
18	63521 22533	   	316.23	DCR|DCR|1VULN|1TLV|1MLV|1AAC|1ASPD	1VULN|2DUR|3MLV|4CGEN|5AAC|6ASPD|79RCR|8TLV|aLWND
19	21316 42631	   	316.17	DCR|DCR|3VULN|1TLV|1ASPD	1LWND|24aVULN|3ASPD|5TLV|6DUST|79RCR|8NUKE
20	63521 22532	   	316.13	DCR|DCR|1VULN|1TLV|1MLV|1AAC|1ASPD|1MSE	1VULN|2DUR|3MLV|4CGEN|5AAC|6ASPD|79RCR|8TLV|aMSE
21	21331 22261	   	314.76	DCR|DCR|1VULN|1TLV|1MLV|1AAC|1ASPD	1LWND|2VULN|3ASPD|4TLV|5AAC|6RAT|7MLV|8NUKE|9aRCR
22	66331 22261	   	314.76	DCR|DCR|1VULN|1TLV|1MLV|1AAC|1ASPD	1VULN|2LWND|3ASPD|4TLV|5AAC|6RAT|7MLV|8NUKE|9aRCR
