0	Index      	 *	Score 	Summary	Detail	
1	33264 63111	 * 	314.54	橙5易伤3等级	1459a易伤245等级3技能45序列升级6核7平台8策反
2	33264 61312	   	308.33	橙3等级3易伤1火球减费1伤害	145易伤245等级3技能45序列升级6核7矿等8伤害9基地爆炸a火球减费
3	33264 61322	   	308.33	橙3等级3易伤1火球减费1伤害	145易伤245等级3技能45序列升级6核7矿等8伤害9敌人爆炸a火球减费
4	33264 61111	   	307.60	橙5易伤3等级	1459a易伤245等级3技能45序列升级6核7矿等8平台
5	33264 63311	   	307.60	橙5易伤3等级	1459a易伤245等级3技能45序列升级6核7平台8金币生成
6	33264 61311	   	301.92	橙3等级3易伤1伤害1攻速	145易伤245等级3技能45序列升级6核7矿等8伤害9基地爆炸a攻速
7	33264 61321	   	301.92	橙3等级3易伤1伤害1攻速	145易伤245等级3技能45序列升级6核7矿等8伤害9敌人爆炸a攻速
8	33264 61331	   	301.92	橙3等级3易伤1伤害1攻速	145易伤245等级3技能45序列升级6核7矿等8伤害9攻速a立即金币
9	33264 61332	   	301.92	橙3等级3易伤1伤害1攻速	145易伤245等级3技能45序列升级6核7矿等8伤害9攻速a基地爆炸
10	33264 61333	   	301.92	橙3等级3易伤1伤害1攻速	145易伤245等级3技能45序列升级6核7a矿等8伤害9攻速
11	62332 64121	 * 	299.17	橙橙1等级1易伤1火球减费1伤害1攻速	1毒液对毒2火球减费3易伤4等级5伤害6攻速79核8多重对愈a技能点
12	62332 64122	   	299.17	橙橙1等级1易伤1火球减费1伤害1攻速	1毒液对毒2火球减费3易伤4等级5伤害6攻速79核8多重对愈a电塔对甲
13	62332 64123	   	299.17	橙橙1等级1易伤1火球减费1伤害1攻速	1毒液对毒2火球减费3易伤4等级5伤害6攻速79核8多重对愈a雷电
14	33264 53233	   	298.35	橙3等级3易伤1暴击	145易伤245等级3技能45序列升级6时间7掉矿8策反9暴击a核
15	33264 63112	   	296.19	橙4易伤3等级	1459易伤245等级3技能45序列升级6核7平台8策反a敌人爆炸
16	33264 63113	   	296.19	橙4易伤3等级	1459易伤245等级3a技能45序列升级6核7平台8策反
17	33236 34125	 * 	295.74	橙橙2易伤1等级1攻速	16易伤2等级3技能4防空对愈5策反79核8多重对愈a攻速
18	33412 36242	   	294.48	橙3易伤2等级1烈焰减费2暴击	147易伤27等级3最后敌人5挖尘67暴击7序列升级8烈焰减费9基地爆炸a核
19	32236 14125	 * 	291.46	橙橙1等级1易伤2攻速1毒气减费	1易伤2a攻速3技能4多重对甲5毒气减费6等级79核8多重对愈
20	33264 52231	   	291.41	橙3等级3易伤1攻速	145易伤245等级3技能45序列升级6时间7雷电8双倍秒伤9攻速a核
21	33264 61112	   	289.25	橙4易伤3等级	1459易伤245等级3技能45序列升级6核7矿等8平台a敌人爆炸
22	33264 61113	   	289.25	橙4易伤3等级	1459易伤245等级3a技能45序列升级6核7矿等8平台
23	33264 63312	   	289.25	橙4易伤3等级	1459易伤245等级3技能45序列升级6核7平台8金币生成a敌人爆炸
24	33264 63313	   	289.25	橙4易伤3等级	1459易伤245等级3a技能45序列升级6核7平台8金币生成
25	33264 63321	   	289.25	橙4易伤3等级	145a易伤245等级3技能45序列升级6核7平台89金币生成
26	33244 41312	   	289.15	橙4易伤3等级	157a易伤256等级34技能5序列升级8核9基地爆炸
27	33324 41252	   	289.15	橙4易伤3等级	157a易伤256等级3立即金币4技能5序列升级8基地爆炸9核
28	33324 41312	   	289.15	橙4易伤3等级	157a易伤256等级3立即金币4技能5序列升级8核9基地爆炸
29	33264 61313	   	288.27	橙3等级3易伤1伤害	145易伤245等级3技能45序列升级6核7矿等8伤害9基地爆炸a电塔对黄
30	33264 61323	   	288.27	橙3等级3易伤1伤害	145易伤245等级3技能45序列升级6核7矿等8伤害9敌人爆炸a电塔对黄
31	33264 61212	   	288.17	橙3等级3易伤1烈焰减费	145易伤245等级3a技能45序列升级6核7矿等8双倍秒伤9烈焰减费
32	33261 66333	   	288.07	橙3等级3易伤2暴击	147易伤247等级3技能47序列升级57掉矿6平台89暴击a核
33	33264 61211	   	288.07	橙3等级3易伤1烈焰减费1挖怪	145易伤245等级3技能45序列升级6核7矿等8双倍秒伤9烈焰减费a挖怪
34	33264 61213	   	288.07	橙3等级3易伤1烈焰减费	145易伤245等级3技能45序列升级6核7矿等8双倍秒伤9烈焰减费a挖尘
35	33324 41342	   	288.07	橙3等级3易伤1火球减费	157易伤256等级3立即金币4技能5序列升级8核9双倍秒伤a火球减费
36	33324 41352	   	288.07	橙3等级3易伤1伤害	157易伤256等级3立即金币4技能5序列升级8核9掉矿a伤害
37	33244 41322	   	287.92	橙3等级3易伤1伤害1卖塔	157易伤256等级34技能5序列升级8核9卖塔a伤害
38	33324 41322	   	287.92	橙3等级3易伤1伤害1卖塔	157易伤256等级3立即金币4技能5序列升级8核9卖塔a伤害
39	33411 36523	 * 	287.50	橙3易伤2等级3暴击	147易伤27等级3最后敌人5低血量敌人678暴击7序列升级9随机技能a核
40	35241 43132	 * 	286.85	紫4易伤1等级2伤害	1678易伤2a伤害3技能4核5最后敌人9等级
41	35236 14121	   	285.42	橙橙1等级1易伤1伤害1毒气减费	1易伤2伤害3技能4多重对甲5毒气减费6等级79核8多重对愈a技能点
42	35236 14122	   	285.42	橙橙1等级1易伤1伤害1毒气减费	1易伤2伤害3技能4多重对甲5毒气减费6等级79核8多重对愈a电塔对甲
