0	Index      	 *	Score 	Summary	Detail	
1	34123 12631	 * 	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	12LIT|2BPWR|39VULN|4AME|5ZMB|6CDMG|7DUR|8RCR|aMDPS
2	34124 12631	   	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	12LIT|2BPWR|39VULN|4AME|5RMIN|6CDMG|7DUR|8RCR|aMDPS
3	26263 34824	   	351.01	DCR|2VULN|1MDPS|1DMG|1DUR	1DMG|2BBNT|3ASPD|4RPLT|57VULN|6MBVNT|8RCR|9DUR|aMDPS
4	33145 23631	 * 	341.25	DCR|2MDPS|1TLV|1DMG|1DUR	1LIT|2DMG|3ZMB|4DMSP|5SNIFST|6DUR|7RCR|8TLV|9aMDPS
5	33155 23631	   	341.15	DCR|2MDPS|1TLV|1DMG|1DUR	1LIT|2DMG|3ZMB|4AEFRZ|5SNIFST|6DUR|7RCR|8TLV|9aMDPS
6	25211 13423	 * 	338.89	3VULN|1MDPS|2DMG|1TLV|1DUR	19DMG|2ZMB|3TSLARM|4TLV|568VULN|7DUR|aMDPS
7	23526 32323	 * 	336.30	DCR|1MDPS|1VULN|2DUR|1TLV|1DMG	1DMG|2BEXP|3BELT|45DUR|6VULN|7LHND|8RCR|9TLV|aMDPS
8	25236 63231	 * 	332.64	DCR|2MDPS|2DMG|1DUR	16DMG|2ZMB|3TSLARM|4DUR|5BOSS|7RCR|8CGEN|9aMDPS
9	25236 63131	   	332.54	DCR|2MDPS|2DMG|1DUR	16DMG|2ZMB|3TSLARM|4DUR|5BOSS|7RCR|8ERES|9aMDPS
10	42112 32626	   	331.14	DCR|2VULN|1MDPS|1DUR	12BEXP|3DUR|4FEWX|5LIT|67VULN|8RCR|9BBNT|aMDPS
11	42112 32652	   	331.14	DCR|2VULN|1MDPS|1DUR	12BEXP|3DUR|4FEWX|5LIT|67VULN|8RCR|9BLAICY|aMDPS
12	22433 22211	 * 	328.99	ACR|2VULN|1MDPS|2DMG|1DUR	19DMG|2AETHUN|3DUR|4RCR|5AAC|6RCVC|79VULN|89BEXP|9BPWR|aMDPS
13	22433 22411	   	328.99	ACR|2VULN|1MDPS|2DMG|1DUR	19DMG|2AETHUN|3DUR|4RCR|5AAC|6RCVC|79VULN|89LHND|9BPWR|aMDPS
