0	Index      	 *	Score 	Summary	Detail	
1	12343 35261	 * 	205.37	橙2易伤1双倍秒伤2伤害1全技能2暴击	19暴击2额外掉落3等级4双倍秒伤59易伤69伤害7全技能8核9序列升级a平台
2	12343 35263	   	205.37	橙2易伤1双倍秒伤2伤害1全技能2暴击	19暴击2额外掉落3等级4双倍秒伤59易伤69伤害7全技能8核9序列升级a技能点
3	12343 35262	   	205.27	橙2易伤1双倍秒伤2伤害1全技能2暴击	19暴击2额外掉落3等级4双倍秒伤59易伤69伤害7全技能8核9序列升级a掉矿
4	13136 43234	 * 	202.44	橙3易伤1双倍秒伤1全技能1伤害1暴击	1暴击2双倍矿359易伤4伤害6双倍秒伤7核8挖尘a全技能
5	13113 53265	 * 	200.33	橙2易伤1双倍秒伤2时间2暴击1攻速	19暴击2双倍矿39易伤4挖尘5攻速69时间7平台8核9序列升级a双倍秒伤
6	13116 63261	 * 	198.65	橙2易伤2攻速1全技能2暴击	19暴击2双倍矿39易伤4挖尘5最后敌人69攻速7平台8核9序列升级a全技能
7	13134 22562	 * 	196.61	橙3易伤3暴击1伤害1时间	189暴击2双倍矿389易伤4伤害5时间689矿等7立即金币89序列升级a核
8	63532 23511	 * 	196.36	橙2易伤2伤害2攻速2技能	14技能2a攻速38雷电5a伤害6核7a易伤9加一a序列升级
9	63532 23611	   	196.36	橙2易伤2伤害2攻速2技能	14技能2a攻速3雷电5a伤害6核7a易伤8立即金币9加一a序列升级
10	13136 43315	 * 	196.34	橙3易伤2伤害1双倍秒伤1暴击	1暴击2双倍矿35a易伤49伤害6双倍秒伤7核8矿等
11	63254 43132	 * 	195.10	橙3伤害3攻速1易伤1技能	1技能278攻速378掉矿4平台5加一678伤害78序列升级9易伤a核
12	13122 21114	   	194.47	橙2易伤1全技能1伤害1暴击1时间	1暴击2双倍矿36易伤4敌人爆炸5时间7核8最后敌人9伤害a全技能
13	13122 21214	   	194.47	橙2易伤1全技能1伤害1暴击1时间	1暴击2双倍矿36易伤4敌人爆炸5时间7核8基地爆炸9伤害a全技能
14	13122 21314	   	194.47	橙2易伤1全技能1伤害1暴击1时间	1暴击2双倍矿36易伤4敌人爆炸5时间7核8低血量敌人9伤害a全技能
15	13112 21114	   	194.37	橙2易伤1全技能1伤害1暴击1时间	1暴击2双倍矿36易伤4挖尘5时间7核8最后敌人9伤害a全技能
16	13112 21214	   	194.37	橙2易伤1全技能1伤害1暴击1时间	1暴击2双倍矿36易伤4挖尘5时间7核8基地爆炸9伤害a全技能
17	13112 21314	   	194.37	橙2易伤1全技能1伤害1暴击1时间	1暴击2双倍矿36易伤4挖尘5时间7核8低血量敌人9伤害a全技能
18	11111 53625	 * 	193.26	橙2易伤1伤害2暴击1攻速1时间	15暴击2基地爆炸3低血量敌人4攻速6时间7核8伤害9a易伤
19	11211 53625	   	193.26	橙2易伤1伤害2暴击1攻速1时间	15暴击2基地爆炸3最后敌人4攻速6时间7核8伤害9a易伤
20	13123 53164	   	190.66	橙2易伤1全技能1攻速1暴击1时间	1暴击2双倍矿39易伤4敌人爆炸5攻速6时间7核8最后敌人a全技能
21	63532 22521	   	189.88	橙2易伤2攻速2技能1伤害1时间	14技能2a攻速38a雷电5伤害6核7时间9a易伤a序列升级
22	63532 22621	   	189.88	橙2易伤2攻速2技能1伤害1时间	14技能2a攻速3a雷电5伤害6核7时间8立即金币9a易伤a序列升级
23	42211 63352	 * 	189.87	橙3时间1易伤1全技能1伤害1暴击	13掉矿2伤害459时间6全技能7暴击8核a易伤
24	42211 63361	   	189.87	橙3时间1易伤1全技能1伤害1暴击	13掉矿2伤害45a时间6全技能7暴击8核9易伤
25	13115 51343	 * 	189.46	橙2全技能1易伤1伤害1攻速1暴击	1暴击2双倍矿3易伤4挖尘57全技能6伤害8双倍物品9核a攻速
26	42211 13536	 * 	189.28	橙1易伤1全技能2时间1伤害1攻速1策反	13掉矿2伤害45时间6易伤7全技能8攻速9策反a核
27	13123 53314	   	188.58	橙1易伤1全技能1伤害1攻速1暴击1时间	1暴击2双倍矿3易伤4敌人爆炸5攻速6时间7核8矿等9伤害a全技能
28	13123 53614	   	188.58	橙1易伤1全技能1伤害1攻速1暴击1时间	1暴击2双倍矿3易伤4敌人爆炸5攻速6时间7核8随机矿9伤害a全技能
29	11363 42116	   	188.43	橙2易伤2攻速1伤害1技能1暴击	1暴击2a基地爆炸3掉矿4伤害5a攻速6防空对甲7a易伤8核9技能a序列升级
30	13136 43316	   	188.18	橙2易伤2伤害1双倍秒伤1暴击1时间	1暴击2双倍矿35易伤49伤害6双倍秒伤7核8矿等a时间
31	13126 63214	   	187.91	橙1易伤1全技能1伤害1攻速1暴击1策反	1暴击2双倍矿3易伤4敌人爆炸5最后敌人6攻速7核8策反9伤害a全技能
32	13115 51352	   	187.46	橙2全技能1易伤1伤害1攻速1暴击	1暴击2双倍矿3易伤4挖尘57全技能6伤害8双倍物品9攻速a核
33	12153 31133	 * 	187.44	橙1散射对甲2易伤2伤害2暴击	19暴击2额外掉落39易伤48伤害5平台6散射对甲79金币生成9序列升级a核
34	12165 21212	 * 	187.28	橙3易伤1攻速1暴击1策反	1暴击2额外掉落37a易伤4挖尘5雷电6核8策反9攻速
35	12165 21221	   	187.28	橙3易伤1攻速1暴击1策反	1暴击2额外掉落379易伤4挖尘5雷电6核8策反a攻速
36	12153 34133	   	187.24	橙1散射对甲2易伤2伤害2暴击	19暴击2额外掉落39易伤48伤害5平台6散射对甲79等级9序列升级a核
