0	Index      	 *	Score 	Summary	Detail	
1	36347 14713	 * 	283.37	橙橙3易伤1矿等	1矿等2加一3双倍矿4基地爆炸569易伤7技能点8a核
2	26221 27464	   	283.29	橙橙2易伤1矿等1攻速	1等级2加一3攻速48易伤5矿等6时间7雷电9a核
3	35231 17464	   	283.19	橙橙2易伤1矿等1攻速	1矿等2时间3攻速4掉矿5加一68易伤7雷电9a核
4	25222 11146	 * 	277.14	橙橙1易伤1伤害1矿等1攻速	1等级2时间3攻速4易伤5敌人爆炸69核7矿等8激光对绿a伤害
5	32125 13146	   	277.14	橙橙1易伤1伤害1矿等1暴击	1矿等2金币生成3最后敌人4易伤5时间69核7伤害8激光对绿a暴击
6	25223 11146	   	277.04	橙橙1易伤1伤害1矿等1攻速	1等级2时间3攻速4易伤5挖尘69核7矿等8激光对绿a伤害
7	32225 13146	   	277.04	橙橙1易伤1伤害1矿等1攻速	1矿等2金币生成3挖尘4易伤5时间69核7伤害8激光对绿a攻速
8	33253 41253	   	273.06	橙橙1易伤1伤害1矿等1平台	1矿等2平台3时间4伤害5易伤6金币生成7防空对愈8掉矿9a核
9	33253 43253	   	273.06	橙橙1易伤1伤害1矿等1平台	1矿等2平台3时间4伤害5易伤6金币生成7激光对绿8掉矿9a核
10	36261 14172	 * 	272.20	橙3易伤3矿等3攻速1全技能	17a矿等2加一37a攻速4挖尘5技能点67a易伤7a序列升级8全技能9核
11	32121 34354	 * 	270.16	橙橙2矿等1易伤1全技能1平台	15矿等2金币生成3最后敌人4易伤6全技能7a核8平台9赏金邻近
12	36712 33643	   	268.80	橙橙2矿等1易伤1平台	14矿等2加一34基地爆炸4序列升级5平台6易伤7喷火对甲8a核9时间
13	36712 31643	   	268.70	橙橙2矿等1易伤1平台	14矿等2加一34基地爆炸4序列升级5平台6易伤7多重对甲8a核9时间
14	36426 42348	   	268.64	橙橙1易伤1伤害1矿等1暴击	1矿等2加一3挖尘4敌人爆炸5暴击6a核7伤害8双倍秒伤9易伤
15	33234 26533	   	266.50	橙橙1易伤1矿等1攻速1平台1策反	1矿等2平台3时间4易伤5爆破对壮6策反7最后敌人8a核9攻速
16	26347 14713	   	265.84	橙橙3易伤	1等级2加一3双倍矿4基地爆炸569易伤7技能点8a核
17	25231 17464	   	265.65	橙橙2易伤1攻速	1等级2时间3攻速4掉矿5加一68易伤7雷电9a核
18	33353 41253	   	264.65	橙橙1易伤1伤害1矿等1平台	1矿等2平台3挖尘4伤害5易伤6金币生成7防空对愈8掉矿9a核
19	33353 43253	   	264.65	橙橙1易伤1伤害1矿等1平台	1矿等2平台3挖尘4伤害5易伤6金币生成7激光对绿8掉矿9a核
20	33334 26523	   	264.50	橙橙1易伤1伤害1矿等1平台1策反	1矿等2平台3挖尘4易伤5爆破对壮6策反7最后敌人8a核9伤害
21	32125 13141	   	263.49	橙橙1易伤1伤害1矿等	1矿等2金币生成3最后敌人4易伤5时间69核7伤害8激光对绿a赏金塔
22	32125 13142	   	263.49	橙橙1易伤1伤害1矿等	1矿等2金币生成3最后敌人4易伤5时间69核7伤害8激光对绿a基地爆炸
23	32125 13143	   	263.49	橙橙1易伤1伤害1矿等	1矿等2金币生成3最后敌人4易伤5时间69核7伤害8激光对绿a寒冰对冰
24	32125 13144	   	263.49	橙橙1易伤1伤害1矿等	1矿等2金币生成3最后敌人4易伤5时间69核7伤害8激光对绿a敌人爆炸
25	32125 13145	   	263.49	橙橙1易伤1伤害1矿等	1矿等2金币生成3最后敌人4易伤5时间69核7伤害8激光对绿a雷电
26	32225 13141	   	263.39	橙橙1易伤1伤害1矿等	1矿等2金币生成3挖尘4易伤5时间69核7伤害8激光对绿a赏金塔
27	32225 13142	   	263.39	橙橙1易伤1伤害1矿等	1矿等2金币生成3挖尘4易伤5时间69核7伤害8激光对绿a基地爆炸
28	32225 13143	   	263.39	橙橙1易伤1伤害1矿等	1矿等2金币生成3挖尘4易伤5时间69核7伤害8激光对绿a寒冰对冰
29	32225 13144	   	263.39	橙橙1易伤1伤害1矿等	1矿等2金币生成3挖尘4易伤5时间69核7伤害8激光对绿a额外掉落
30	32225 13145	   	263.29	橙橙1易伤1伤害1矿等1挖怪	1矿等2金币生成3挖尘4易伤5时间69核7伤害8激光对绿a挖怪
31	33442 35333	   	262.75	橙橙1易伤1矿等1全技能1平台	1矿等2平台3易伤4低血量敌人5雷电6多重对愈78核9全技能a时间
32	33462 35333	   	262.75	橙橙1易伤1矿等1全技能1平台	1矿等2平台3易伤4最后敌人5雷电6多重对愈78核9全技能a时间
33	36474 42733	 * 	262.57	橙2易伤3矿等2攻速1伤害1暴击	18a矿等2加一3挖尘4a易伤5暴击6核7伤害9a攻速a序列升级
34	36313 41774	   	261.33	橙橙2易伤1矿等	1矿等2加一3双倍矿4赏金邻近59易伤6a核7雷电8敌人爆炸
35	36317 41474	   	261.33	橙橙2易伤1矿等	1矿等2加一3双倍矿4赏金邻近5低血量敌人6a核7雷电89易伤
36	36343 84713	   	261.23	橙橙2易伤1矿等	1矿等2加一3双倍矿45基地爆炸69易伤7技能点8a核
37	36473 32713	   	261.13	橙橙2易伤1矿等	1矿等2加一37挖尘49易伤5随机矿6双倍矿8a核
38	26813 42447	   	260.87	橙橙1易伤1伤害1暴击1平台	1等级2加一3暴击4挖青5低血量敌人69核7伤害8易伤a平台
39	36712 33623	   	260.40	橙橙2矿等1易伤1平台	14矿等2加一34基地爆炸4序列升级5平台6易伤7喷火对甲8a核9挖尘
40	33462 35323	   	260.30	橙橙2矿等1易伤1平台	1a矿等2平台3易伤4最后敌人5雷电6多重对愈78核9双倍秒伤
41	36712 31623	   	260.30	橙橙2矿等1易伤1平台	14矿等2加一34基地爆炸4序列升级5平台6易伤7多重对甲8a核9挖尘
42	33232 35361	   	259.64	橙橙1易伤1矿等2时间1平台	1矿等2平台39时间4易伤5雷电6多重对愈78核a随机矿
43	33232 35362	   	259.64	橙橙1易伤1矿等2时间1平台	1矿等2平台39时间4易伤5雷电6多重对愈78核a赏金塔
44	33232 35363	   	259.64	橙橙1易伤1矿等2时间1平台	1矿等2平台39时间4易伤5雷电6多重对愈78核a喷火对甲
45	33232 35364	   	259.64	橙橙1易伤1矿等2时间1平台	1矿等2平台39时间4易伤5雷电6多重对愈78核a最后敌人
46	33232 35365	   	259.64	橙橙1易伤1矿等2时间1平台	1矿等2平台39时间4易伤5雷电6多重对愈78核a赏金邻近
47	33232 55361	   	259.64	橙橙1易伤1矿等2时间1平台	1矿等2平台39时间4易伤5雷电6加农对壮78核a随机矿
48	33232 55362	   	259.64	橙橙1易伤1矿等2时间1平台	1矿等2平台39时间4易伤5雷电6加农对壮78核a赏金塔
49	33232 55363	   	259.64	橙橙1易伤1矿等2时间1平台	1矿等2平台39时间4易伤5雷电6加农对壮78核a喷火对甲
50	33234 15361	   	259.64	橙橙1易伤1矿等2时间1平台	1矿等2平台39时间4易伤5爆破对壮6雷电78核a随机矿
51	33234 15362	   	259.64	橙橙1易伤1矿等2时间1平台	1矿等2平台39时间4易伤5爆破对壮6雷电78核a赏金塔
52	33234 15363	   	259.64	橙橙1易伤1矿等2时间1平台	1矿等2平台39时间4易伤5爆破对壮6雷电78核a喷火对甲
53	33232 35366	   	259.54	橙橙1易伤1矿等2时间1平台	1矿等2平台39时间4易伤5雷电6多重对愈78核a导弹对绿
54	26426 42444	   	259.51	橙橙1易伤1伤害1暴击	1等级2加一3挖尘4敌人爆炸5暴击69核7伤害8易伤a时间
55	26474 42544	   	259.51	橙橙1易伤1伤害1暴击	1等级2加一3挖尘4易伤5暴击69核7伤害8基地爆炸a时间
56	26874 42444	   	259.51	橙橙1易伤1伤害1暴击	1等级2加一3暴击4挖尘5敌人爆炸69核7伤害8易伤a时间
57	36318 61444	   	259.04	橙橙2矿等1易伤	19矿等2加一3双倍矿4赏金邻近5时间6a核7雷电8易伤
58	36336 61444	   	259.04	橙橙2矿等1易伤	19矿等2加一3双倍矿4时间5赏金邻近6a核7雷电8易伤
59	36234 42622	   	258.34	橙橙1易伤1矿等1攻速1全技能	1矿等2加一3攻速4掉矿5全技能6额外掉落7赏金塔8易伤9a核
60	36234 46222	   	258.34	橙橙1易伤1矿等1攻速1全技能	1矿等2加一3攻速4掉矿5全技能6额外掉落7易伤8赏金塔9a核
61	36234 46722	   	258.34	橙橙1易伤1矿等1攻速1全技能	1矿等2加一3攻速4掉矿5全技能6额外掉落7易伤8赏金邻近9a核
62	33232 35321	   	258.29	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5雷电6多重对愈78核a随机矿
63	33232 35322	   	258.29	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5雷电6多重对愈78核a赏金塔
64	33232 35323	   	258.29	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5雷电6多重对愈78核a喷火对甲
65	33232 35324	   	258.29	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5雷电6多重对愈78核a最后敌人
66	33232 35325	   	258.29	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5雷电6多重对愈78核a赏金邻近
67	33232 55321	   	258.29	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5雷电6加农对壮78核a随机矿
68	33232 55322	   	258.29	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5雷电6加农对壮78核a赏金塔
69	33232 55323	   	258.29	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5雷电6加农对壮78核a喷火对甲
70	33232 55324	   	258.29	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5雷电6加农对壮78核a最后敌人
71	33232 55325	   	258.29	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5雷电6加农对壮78核a赏金邻近
72	33234 15321	   	258.29	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5爆破对壮6雷电78核a随机矿
73	33234 15322	   	258.29	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5爆破对壮6雷电78核a赏金塔
74	33234 15323	   	258.29	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5爆破对壮6雷电78核a喷火对甲
75	33234 15324	   	258.29	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5爆破对壮6雷电78核a最后敌人
76	33234 15325	   	258.29	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5爆破对壮6雷电78核a赏金邻近
77	33232 35326	   	258.19	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5雷电6多重对愈78核a导弹对绿
78	33232 55326	   	258.19	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5雷电6加农对壮78核a导弹对绿
79	33234 15326	   	258.19	橙橙1易伤1矿等2平台	1矿等29平台3时间4易伤5爆破对壮6雷电78核a导弹对绿
80	25222 11141	   	257.08	橙橙1易伤1矿等1攻速	1等级2时间3攻速4易伤5敌人爆炸69核7矿等8激光对绿a赏金邻近
81	25222 11142	   	257.08	橙橙1易伤1矿等1攻速	1等级2时间3攻速4易伤5敌人爆炸69核7矿等8激光对绿a基地爆炸
82	25222 11143	   	257.08	橙橙1易伤1矿等1攻速	1等级2时间3攻速4易伤5敌人爆炸69核7矿等8激光对绿a寒冰对冰
83	25222 11144	   	257.08	橙橙1易伤1矿等1攻速	1等级2时间3攻速4易伤5敌人爆炸69核7矿等8激光对绿a额外掉落
84	26221 27264	   	257.08	橙橙1易伤1矿等1攻速	18等级2加一3攻速4易伤5矿等6时间7雷电9a核
85	25223 11141	   	256.98	橙橙1易伤1矿等1攻速	1等级2时间3攻速4易伤5挖尘69核7矿等8激光对绿a赏金邻近
86	25223 11142	   	256.98	橙橙1易伤1矿等1攻速	1等级2时间3攻速4易伤5挖尘69核7矿等8激光对绿a基地爆炸
87	25223 11143	   	256.98	橙橙1易伤1矿等1攻速	1等级2时间3攻速4易伤5挖尘69核7矿等8激光对绿a寒冰对冰
88	25223 11144	   	256.98	橙橙1易伤1矿等1攻速	1等级2时间3攻速4易伤5挖尘69核7矿等8激光对绿a额外掉落
89	45222 11141	   	256.98	橙橙1易伤1矿等1攻速	1技能点2时间3攻速4易伤5敌人爆炸69核7矿等8激光对绿a赏金邻近
90	45222 11142	   	256.98	橙橙1易伤1矿等1攻速	1技能点2时间3攻速4易伤5敌人爆炸69核7矿等8激光对绿a基地爆炸
91	45222 11143	   	256.98	橙橙1易伤1矿等1攻速	1技能点2时间3攻速4易伤5敌人爆炸69核7矿等8激光对绿a寒冰对冰
92	65222 11141	   	256.98	橙橙1易伤1矿等1攻速	1掉矿2时间3攻速4易伤5敌人爆炸69核7矿等8激光对绿a赏金塔
93	65222 11142	   	256.98	橙橙1易伤1矿等1攻速	1掉矿2时间3攻速4易伤5敌人爆炸69核7矿等8激光对绿a基地爆炸
94	65222 11143	   	256.98	橙橙1易伤1矿等1攻速	1掉矿2时间3攻速4易伤5敌人爆炸69核7矿等8激光对绿a寒冰对冰
95	25222 11145	   	256.98	橙橙1易伤1矿等1攻速1挖怪	1等级2时间3攻速4易伤5敌人爆炸69核7矿等8激光对绿a挖怪
96	35231 17264	   	256.98	橙橙1易伤1矿等1攻速	1矿等2时间3攻速4掉矿5加一6易伤7雷电8立即金币9a核
97	25223 11145	   	256.88	橙橙1易伤1矿等1攻速1挖怪	1等级2时间3攻速4易伤5挖尘69核7矿等8激光对绿a挖怪
98	35231 12664	   	256.88	橙橙1易伤1矿等1攻速	1矿等2时间3攻速47掉矿5加一6易伤8雷电9a核
99	35231 17164	   	256.88	橙橙1易伤1矿等1攻速	1矿等2时间3攻速48掉矿5加一6易伤7雷电9a核
100	45223 11141	   	256.88	橙橙1易伤1矿等1攻速	1技能点2时间3攻速4易伤5挖尘69核7矿等8激光对绿a赏金邻近
101	45223 11142	   	256.88	橙橙1易伤1矿等1攻速	1技能点2时间3攻速4易伤5挖尘69核7矿等8激光对绿a基地爆炸
102	45223 11143	   	256.88	橙橙1易伤1矿等1攻速	1技能点2时间3攻速4易伤5挖尘69核7矿等8激光对绿a寒冰对冰
103	65223 11141	   	256.88	橙橙1易伤1矿等1攻速	1掉矿2时间3攻速4易伤5挖尘69核7矿等8激光对绿a赏金塔
104	65223 11142	   	256.88	橙橙1易伤1矿等1攻速	1掉矿2时间3攻速4易伤5挖尘69核7矿等8激光对绿a基地爆炸
105	65223 11143	   	256.88	橙橙1易伤1矿等1攻速	1掉矿2时间3攻速4易伤5挖尘69核7矿等8激光对绿a寒冰对冰
106	36421 38418	 * 	256.57	橙橙2矿等1伤害1全技能	15矿等2加一3挖尘4敌人爆炸6伤害7a核8时间9全技能
107	36474 42233	 * 	254.82	橙2易伤2矿等2攻速1伤害2暴击	1a矿等2加一3挖尘4a易伤58暴击6核7伤害9a攻速a序列升级
108	32121 34521	 * 	254.82	橙3易伤3矿等1伤害1全技能	159矿等2金币生成39最后敌人489易伤6全技能7核9序列升级a伤害
109	33262 23424	 * 	254.52	橙3易伤3矿等3时间1平台	145矿等2平台345时间45序列升级689易伤7掉矿a核
110	33442 35331	   	254.45	橙橙1易伤1矿等1全技能1平台	1矿等2平台3易伤4低血量敌人5雷电6多重对愈78核9全技能a立即金币
111	33462 35331	   	254.45	橙橙1易伤1矿等1全技能1平台	1矿等2平台3易伤4最后敌人5雷电6多重对愈78核9全技能a立即金币
112	33442 35321	   	254.35	橙橙1易伤1矿等1全技能1平台	1矿等2平台3易伤4低血量敌人5雷电6多重对愈78核9双倍秒伤a全技能
113	33442 35332	   	254.35	橙橙1易伤1矿等1全技能1平台1挖怪	1矿等2平台3易伤4低血量敌人5雷电6多重对愈78核9全技能a挖怪
114	33462 35321	   	254.35	橙橙1易伤1矿等1全技能1平台	1矿等2平台3易伤4最后敌人5雷电6多重对愈78核9双倍秒伤a全技能
115	33462 35332	   	254.35	橙橙1易伤1矿等1全技能1平台1挖怪	1矿等2平台3易伤4最后敌人5雷电6多重对愈78核9全技能a挖怪
