0	Index      	 *	Score 	Summary	Detail	
1	43332 61232	 * 	262.65	DCR|DCR|1VULN|1TLV|1DMG|1DUR	1BBNT|2FRZARM|3LHND|4BASICY|5DMG|6aRCR|7VULN|8DUR|9TLV
2	43332 63532	   	262.65	DCR|DCR|1VULN|1TLV|1DMG|1DUR	1BBNT|2FRZARM|3LHND|4BASICY|5DMG|6aRCR|7DUR|8VULN|9TLV
3	43352 61232	   	262.65	DCR|DCR|1VULN|1TLV|1DMG|1DUR	1BBNT|2FRZARM|3LHND|4FRZFST|5DMG|6aRCR|7VULN|8DUR|9TLV
4	65322 52123	 * 	261.18	ACR|DCR|2VULN|1FLTARM|1TLV|1DUR	14VULN|2BBNT|3aRCR|5RAT|6FLTARM|7DUR|8LIT|9TLV
5	31276 41181	 * 	256.09	DCR|DCR|2DMG|1VULN|1MLV	14DMG|2BEXP|3MBVNT|5LWND|6RAT|7MLV|8VULN|9aRCR
6	41133 16632	 * 	255.89	DCR|DCR|3DUR|1VULN|1MLV	1BBNT|2MDPS|356DUR|4VULN|78RCR|9LIT|aMLV
7	41135 32381	   	252.48	DCR|DCR|1VULN|1MLV|1DUR|1CDMG	1BBNT|2MDPS|3DUR|4VULN|5ASPD|6MBVNT|7CDMG|89RCR|aMLV
8	43332 61252	   	252.05	DCR|DCR|1VULN|1DMG|1MLV|1DUR	1BBNT|2FRZARM|3LHND|4BASICY|5DMG|6aRCR|7VULN|8DUR|9MLV
9	66123 12162	 * 	250.25	DCR|4VULN|3DUR|1AART|1AAC	1678VULN|2MDPS|368DUR|4AART|5RPLT|68BPWR|9RCR|aAAC
10	61121 36334	 * 	249.81	DCR|3VULN|2DMG|1TLV|2CDMG|1SELL	18aVULN|2SELL|3DUST|48CDMG|5TLV|6RAT|78DMG|8BPWR|9RCR
11	64241 44481	   	249.53	DCR|DCR|1VULN|1TLV|1DUR	1VULN|2ASPD|3MBVNT|4RMIN|5DUR|6TLV|7AME|8RAT|9aRCR
12	65322 51223	   	247.53	ACR|DCR|2VULN|1FLTARM|1TLV	14VULN|2BBNT|3aRCR|5RAT|6FLTARM|7LIT|8LHND|9TLV
13	65322 51323	   	247.43	ACR|DCR|2VULN|1FLTARM|1TLV	14VULN|2BBNT|3aRCR|5RAT|6FLTARM|7LIT|8AETHUN|9TLV
14	66123 23423	 * 	243.54	DCR|3VULN|2DMG|2DUR|1AART	19aVULN|2MDPS|3aDUR|4AART|5RPLT|6RCR|7BBNT|8aDMG|aBPWR
15	61212 31256	 * 	242.45	DCR|DCR|2VULN|1DUR|1SELL	13VULN|2SELL|4CGEN|5TBNT|6LHND|7aRCR|8BEXP|9DUR
16	64212 43228	 * 	242.39	DCR|DCR|1VULN|3CDMG|2ASPD	1VULN|29ASPD|3MBVNT|458CDMG|6aRCR|7CGEN
17	61212 31156	 * 	242.35	DCR|DCR|2VULN|1DUR|1SELL	13VULN|2SELL|4CGEN|5TBNT|6LHND|7aRCR|8DUST|9DUR
18	61221 31256	 * 	242.35	DCR|DCR|2VULN|1DUR|1SELL	13VULN|2SELL|4TBNT|5ERES|6LHND|7aRCR|8BEXP|9DUR
19	61221 31156	 * 	242.25	DCR|DCR|2VULN|1DUR|1SELL	13VULN|2SELL|4TBNT|5ERES|6LHND|7aRCR|8DUST|9DUR
20	61121 36333	 * 	241.32	DCR|2VULN|2DMG|1TLV|2CDMG|1DUR|1SELL	18VULN|2SELL|3DUST|48CDMG|5TLV|6RAT|78DMG|8BPWR|9RCR|aDUR
21	41133 16611	   	240.29	DCR|DCR|3DUR|1VULN	1BBNT|2MDPS|356DUR|4VULN|78RCR|9CGEN|aRAT
22	41133 16612	   	240.29	DCR|DCR|3DUR|1VULN	1BBNT|2MDPS|356DUR|4VULN|78RCR|9CGEN|aFEWX
23	41133 16613	   	240.29	DCR|DCR|3DUR|1VULN	1BBNT|2MDPS|356DUR|4VULN|78RCR|9CGEN|aLHND
24	41133 16622	   	240.29	DCR|DCR|3DUR|1VULN	1BBNT|2MDPS|356DUR|4VULN|78RCR|9RAT|aLIT
25	41133 16633	   	240.29	DCR|DCR|3DUR|1VULN	1BBNT|2MDPS|356DUR|4VULN|78RCR|9LIT|aCGEN
26	41133 16621	   	240.19	DCR|DCR|3DUR|1VULN	1BBNT|2MDPS|356DUR|4VULN|78RCR|9RAT|aAEFRZ
27	41133 16623	   	240.19	DCR|DCR|3DUR|1VULN	1BBNT|2MDPS|356DUR|4VULN|78RCR|9RAT|aMBVNT
28	41133 16631	   	240.19	DCR|DCR|3DUR|1VULN	1BBNT|2MDPS|356DUR|4VULN|78RCR|9LIT|aAEFBLL
29	31222 41181	   	238.50	DCR|DCR|1VULN|1DMG|1MLV	1DMG|2BEXP|3MBVNT|4LWND|5RCVC|6RAT|7MLV|8VULN|9aRCR
30	31223 41181	   	238.50	DCR|DCR|1VULN|1DMG|1MLV	1DMG|2BEXP|3MBVNT|45LWND|6RAT|7MLV|8VULN|9aRCR
31	31228 41181	   	238.50	DCR|DCR|1VULN|1DMG|1MLV	1DMG|25BEXP|3MBVNT|4LWND|6RAT|7MLV|8VULN|9aRCR
32	43213 62523	   	238.20	DCR|DCR|1VULN|1DMG|1MLV	1BBNT|2FRZARM|3AEWIND|4AIRHEA|5DMG|68RCR|7FLTHEA|9VULN|aMLV
33	31361 34124	 * 	237.16	DCR|2VULN|3DMG|1TLV|1AART	148DMG|2BEXP|3aVULN|5TLV|6RAT|7AART|9RCR
34	41135 32384	   	236.88	DCR|DCR|1VULN|1DUR|1CDMG	1BBNT|2MDPS|3DUR|4VULN|5ASPD|6MBVNT|7CDMG|89RCR|aZMB
35	64212 12343	 * 	236.86	DCR|2VULN|1FLTARM|1TLV|2CDMG|1AART	1aVULN|2ASPD|3MBVNT|45CDMG|6AART|7TLV|8FLTARM|9RCR
36	41135 32382	   	236.78	DCR|DCR|1VULN|1DUR|1CDMG	1BBNT|2MDPS|3DUR|4VULN|5ASPD|6MBVNT|7CDMG|89RCR|aAEFRZ
37	41135 32383	   	236.78	DCR|DCR|1VULN|1DUR|1CDMG|1MSE	1BBNT|2MDPS|3DUR|4VULN|5ASPD|6MBVNT|7CDMG|89RCR|aMSE
38	66123 12161	   	236.60	DCR|4VULN|3DUR|1AART	1678VULN|2MDPS|368DUR|4AART|5RPLT|68BPWR|9RCR|aRCVC
39	66123 12163	   	236.60	DCR|4VULN|3DUR|1AART	1678VULN|2MDPS|368DUR|4AART|5RPLT|68BPWR|9RCR|aLIT
40	31422 62354	   	236.55	DCR|DCR|1VULN|1DMG|1CDMG|1AAC	1DMG|2BEXP|3CDMG|4RAT|5VULN|6LHND|7aRCR|8MBVNT|9AAC
41	31344 12225	 * 	235.85	DCR|2VULN|2DMG|2MLV|1TLV	15DMG|2BEXP|39VULN|45MLV|5BPWR|6LIT|7CGEN|8RCR|aTLV
42	64241 13481	   	235.78	DCR|DCR|1VULN|2DUR	1VULN|2ASPD|3MBVNT|4RMIN|57DUR|6DUST|8RAT|9aRCR
43	12522 34126	   	234.97	ACR|DCR|2VULN|1TLV|1AART	19CGEN|2AEWIND|39VULN|4AART|57RCR|6RCVC|89DUST|9BPWR|aTLV
44	65321 23126	   	234.73	ACR|DCR|2VULN|1TLV|1DUR|1SELL	14VULN|2BBNT|3aRCR|5BEXP|6DUR|7LHND|8TLV|9SELL
