0	Index      	 *	Score 	Summary	Detail	Bounty	
1	52135 31223	 * 	311.26	橙4易伤2等级2时间1伤害2暴击	1a暴击245a易伤37时间6伤害8核9a等级a序列升级	9
2	32135 31223	 * 	308.64	橙4易伤2等级2伤害2时间1卖塔	145a易伤2卖塔37时间6a伤害8核9a等级a序列升级	9
3	36213 16432	 * 	291.60	橙4易伤2等级2伤害1暴击1核弹	1247易伤247序列升级3核弹57等级67伤害8立即金币9核a暴击	2
4	52135 41223	   	291.20	橙4易伤2等级2时间2暴击	1a暴击245a易伤37时间6策反8核9a等级a序列升级	9
5	36525 13131	   	291.10	橙4易伤2等级2时间1伤害	1257易伤2序列升级36等级49时间8核a伤害	10
6	36563 13131	   	291.10	橙4易伤2等级2时间1伤害	1247易伤2序列升级36等级59时间8核a伤害	10
7	61165 21324	   	291.10	橙4易伤2等级2时间1伤害	18时间2挖尘38等级4789易伤5加一6核8序列升级a伤害	9
8	61165 21334	   	291.10	橙4易伤2等级2时间1伤害	18时间2挖尘38等级4789易伤5加一6核8序列升级a伤害	8
9	36131 34116	 * 	289.87	橙4易伤2伤害2时间1等级	1279易伤29序列升级3敌人爆炸49时间59伤害6额外掉落8核a等级	6
10	52135 62223	   	284.92	橙4易伤2等级2暴击1时间	1a暴击245a易伤3时间6立即金币7攻速8核9a等级a序列升级	9
11	36525 13131	   	284.69	橙4易伤2等级2时间1暴击	1257易伤2序列升级36等级49时间8核a暴击	9
12	36563 13131	   	284.69	橙4易伤2等级2时间1暴击	1247易伤2序列升级36等级59时间8核a暴击	9
13	61165 21324	   	284.69	橙4易伤2等级2时间1暴击	18时间2挖尘38等级4789易伤5加一6核8序列升级a暴击	10
14	36131 34114	 * 	282.01	橙5易伤2伤害2时间	1279a易伤29序列升级3敌人爆炸49时间59伤害6额外掉落8核	6
