0	Index      	 *	Score 	Summary	Detail	Bounty	
1	11346 12152	 * 	309.64	橙5易伤2等级2时间2暴击	1a暴击2458a易伤35时间5a序列升级6最后敌人7核9a等级	4
2	26221 32152	 * 	298.11	橙4易伤2等级3时间1暴击	15a时间238a易伤4最后敌人6暴击7核9a等级a序列升级	1
3	11242 32152	   	294.96	橙5易伤2等级2暴击1时间	1a暴击2468a易伤3低血量敌人5时间7核9a等级a序列升级	6
4	11356 12152	   	291.30	橙4易伤2等级2时间2暴击	1a暴击258a易伤35时间4双倍矿5a序列升级6最后敌人7核9a等级	4
5	11242 22152	   	291.20	橙4易伤2等级2时间2暴击	1a暴击248a易伤3低血量敌人56时间7核9a等级a序列升级	6
6	11342 12152	   	291.20	橙4易伤2等级2时间2暴击	1a暴击248a易伤35时间6最后敌人7核9a等级a序列升级	5
7	23322 64613	 * 	287.97	橙2易伤3伤害3时间1等级2雷电	159时间2敌人爆炸39雷电45易伤59序列升级6核7等级89a伤害	5
8	11134 36612	 * 	287.27	橙3易伤2等级2伤害1暴击	1暴击24a易伤3雷电5低血量敌人6核7a伤害8攻速9a等级a序列升级	3
9	21143 32156	   	284.79	橙4易伤2等级2时间1暴击	1a时间24掉矿348a易伤4a序列升级5金币生成6暴击7核9a等级	1
10	11313 24562	 * 	282.87	橙2易伤2等级2伤害3暴击1时间	157暴击29易伤3时间49伤害69等级8核9序列升级a雷电	3
11	11316 32152	 * 	282.66	橙4易伤2等级3暴击1时间	15a暴击268a易伤3时间4低血量敌人7核9a等级a序列升级	6
12	23311 53322	   	282.37	橙2易伤2等级2时间1伤害2雷电1暴击	13时间2a雷电4攻速5暴击6a等级7核8伤害9a易伤a序列升级	1
13	25511 53322	   	282.37	橙2易伤2等级2时间1伤害2雷电1暴击	12时间2a序列升级3a雷电4攻速5暴击6a等级7核8伤害9a易伤	2
14	26311 53322	   	282.37	橙2易伤2等级2时间1伤害2雷电1暴击	13时间2a雷电4攻速5暴击6a等级7核8伤害9a易伤a序列升级	2
15	26114 15132	   	282.00	橙2易伤2等级3时间3雷电1暴击	149时间24a雷电3全技能4a序列升级5暴击6a易伤7核8a等级	6
