0	Index      	 *	Score 	Summary	Detail	Bounty	
1	11224 51214	 * 	292.67	橙3易伤2等级2伤害3暴击1全技能	123暴击38序列升级48等级58伤害6核789易伤a全技能	6
2	21261 53325	 * 	285.35	橙3易伤3伤害3时间1暴击	1矿等29a伤害3基地爆炸4低血量敌人59a易伤6暴击7核89a时间9a序列升级	10
3	21331 53325	   	285.35	橙3易伤3伤害3时间1暴击	1矿等29a伤害3最后敌人4敌人爆炸59a易伤6暴击7核89a时间9a序列升级	10
4	21311 53325	   	285.25	橙3易伤3伤害3时间1暴击	1矿等29a伤害3最后敌人4挖尘59a易伤6暴击7核89a时间9a序列升级	10
5	11224 51211	   	283.01	橙3易伤2等级2伤害3暴击	123暴击38序列升级48等级58伤害6核789易伤a基地爆炸	6
6	11224 51213	   	283.01	橙3易伤2等级2伤害3暴击	123暴击38序列升级48等级58伤害6核789易伤a立即金币	6
7	11224 51224	   	283.01	橙3易伤2等级2伤害3暴击	123暴击38序列升级48等级58伤害6核78a易伤9策反	6
8	11224 51212	   	282.91	橙3易伤2等级2伤害3暴击	123暴击38序列升级48等级58伤害6核789易伤a赏金邻近	6
9	11224 51215	   	282.91	橙3易伤2等级2伤害3暴击	123暴击38序列升级48等级58伤害6核789易伤a挖青	6
10	11224 51216	   	282.91	橙3易伤2等级2伤害3暴击	123暴击38序列升级48等级58伤害6核789易伤a加一	6
11	14334 63123	   	268.32	橙2易伤2等级2伤害2暴击1时间	16暴击28等级3时间46易伤5赏金邻近6序列升级7核9a伤害	2
12	11224 51233	   	266.62	橙2易伤2等级2伤害3暴击	123暴击38序列升级48等级58伤害6核78易伤9雷电a基地爆炸	6
13	11224 51235	   	266.62	橙2易伤2等级2伤害3暴击	123暴击38序列升级48等级58伤害6核78易伤9雷电a最后敌人	6
14	11224 51236	   	266.62	橙2易伤2等级2伤害3暴击	123暴击38序列升级48等级58伤害6核78易伤9雷电a平台	6
15	11224 51232	 * 	266.52	橙2易伤3等级2伤害3暴击	123暴击38序列升级48a等级58伤害6核78易伤9雷电	6
16	11224 51234	   	266.52	橙2易伤2等级2伤害3暴击	123暴击38序列升级48等级58伤害6核78易伤9雷电a赏金邻近	6
17	11331 26264	   	266.08	橙3易伤1等级2暴击1伤害1时间1全技能	12暴击3时间4伤害579易伤6全技能8等级a核	7
18	12214 56331	   	265.03	橙3易伤2等级2暴击1时间1全技能	15暴击2挖尘3时间45a易伤5序列升级6核79等级8全技能	1
19	11221 22244	 * 	263.44	橙4易伤1等级3暴击1时间	123暴击3序列升级4等级578a易伤6核9时间	5
20	14125 23361	 * 	262.84	橙5易伤1等级1暴击1全技能	1暴击2等级35789易伤4基地爆炸6全技能a核	7
