0	Index      	 *	Score 	Summary	Detail	
1	66333 62333	 * 	299.63	ACR|3VULN|3LIT|2TLV|2ASPD|2AART	14AART|2RCR|3RMIN|58aVULN|68TLV|78aLIT|8aBPWR|9aASPD
2	65341 22311	 * 	292.19	DCR|DCR|1TLV|1LIT|1MLV|1DMG	1AART|2MLV|3BBNT|4TLV|5DMG|6aRCR|7LIT|8CGEN|9BELT
3	11541 22511	   	292.09	DCR|DCR|1TLV|1LIT|1MLV|1DMG	1BBNT|2AME|3AART|4TLV|5DMG|6aRCR|7LIT|8MLV|9BELT
4	53242 21123	 * 	287.48	ACR|3LIT|2VULN|2TLV|1MLV|1DMG	17VULN|27aLIT|3CGEN|4RCR|5MLV|67aLWND|7aBPWR|8DMG|9aTLV
5	53442 21123	   	287.38	ACR|3LIT|2VULN|2TLV|1MLV|1DMG	17VULN|27aLIT|3ERES|4RCR|5MLV|67aLWND|7aBPWR|8DMG|9aTLV
6	53263 41232	 * 	283.92	DCR|2TLV|2LIT|1VULN|2ASPD|1DMG	1VULN|2aLIT|3CGEN|4BBNT|5DMG|6aASPD|7ZMB|8RCR|9aTLV|aBPWR
7	53126 53232	 * 	277.63	DCR|3LIT|2VULN|2TLV	1aVULN|26aLIT|3FEWX|4ZMB|5TBNT|7AAC|8RCR|9aTLV|aBPWR
8	43221 32156	 * 	277.20	DCR|DCR|2TLV|1MLV	15TLV|2DUR|3DUST|4AART|6aRCR|7CGEN|8AIRHEL|9MLV
9	11541 22311	   	276.72	DCR|DCR|1TLV|1LIT|1DMG	1BBNT|2AME|3AART|4TLV|5DMG|6aRCR|7LIT|8CGEN|9BELT
10	64251 22332	   	276.72	DCR|DCR|1TLV|1LIT|1DMG	1AART|2MDPS|3BEXP|4LHND|5DMG|6aRCR|7LIT|8DUR|9TLV
11	64513 23332	   	276.72	DCR|DCR|1TLV|1LIT|1DMG	1AART|2MDPS|3DMG|4FEWX|5LIT|6aRCR|7LHND|8DUR|9TLV
12	64523 23332	   	276.72	DCR|DCR|1TLV|1LIT|1DMG	1AART|2MDPS|3DMG|4LIT|5LWND|6aRCR|7LHND|8DUR|9TLV
13	64533 23332	   	276.62	DCR|DCR|1TLV|1LIT|1DMG	1AART|2MDPS|3DMG|4DUST|5LIT|6aRCR|7LHND|8DUR|9TLV
14	12541 12342	   	276.52	DCR|DCR|1TLV|1LIT|1DMG	1BBNT|26ERES|3AART|4TLV|5DMG|7aRCR|8MDPS|9LIT
15	62341 12342	   	276.52	DCR|DCR|1TLV|1LIT|1DMG	1AART|26ERES|3BBNT|4TLV|5DMG|7aRCR|8MDPS|9LIT
16	55533 31222	 * 	274.65	DCR|3VULN|2DMG|1TLV|2CDMG|1ASPD	168VULN|2ZMB|38DMG|4ASPD|5GSSFST|78CDMG|8BPWR|9RCR|aTLV
17	52431 15333	 * 	272.91	DCR|4VULN|2TLV|1DMG	1478VULN|28FEWX|3DMG|5LHND|68TLV|8BPWR|9RCR|aBBNT
18	51431 15333	   	272.81	DCR|4VULN|2TLV|1DMG	1478VULN|2LEGI|3DMG|58LHND|68TLV|8BPWR|9RCR|aBBNT
19	51436 33333	   	272.81	DCR|4VULN|2TLV|1DMG	1468VULN|2LEGI|3DMG|58TLV|78LWND|8BPWR|9RCR|aBBNT
20	13434 23252	 * 	272.51	DCR|2TLV|2DMG|1LIT|1MLV|2DUR	1BBNT|2aDUR|3ERES|4aDMG|5LIT|6MLV|7AAC|8RCR|9aTLV|aBPWR
21	44221 13336	 * 	272.20	DCR|DCR|1TLV|1VULN|1DMG|1ASPD	1TLV|2VENFST|3ASPD|4ERES|5FEWX|6DMG|79RCR|8MDPS|aVULN
22	44222 13336	   	272.20	DCR|DCR|1TLV|1VULN|1DMG|1ASPD	1TLV|2VENFST|3ASPD|4ERES|5LWND|6DMG|79RCR|8MDPS|aVULN
23	44223 13336	   	272.10	DCR|DCR|1TLV|1VULN|1DMG|1ASPD	1TLV|2VENFST|3ASPD|4ERES|5LEGI|6DMG|79RCR|8MDPS|aVULN
24	11541 22631	 * 	271.48	DCR|2VULN|2LIT|1TLV|1DMG	1BBNT|2AME|3AART|4TLV|5DMG|6RCR|7aLIT|89VULN
25	55322 73441	 * 	271.42	DCR|2VULN|2TLV|1LIT|1MLV	16VULN|2ZMB|3SNIFST|4MBVNT|56TLV|6BPWR|7RCR|8TBNT|9LIT|aMLV
26	46333 43232	 * 	270.14	DCR|3MLV|2TLV|2DMG|1CDMG	18TLV|2CDMG|3AART|4BBNT|568MLV|78DMG|8BPWR|9ZMB|aRCR
