0	Index      	 *	Score 	Summary	Detail	
1	15123 16212	 * 	397.10	DCR|2VULN|1MDPS|3TLV|2DUR	1DMSP|236TLV|49VULN|5RCVC|79DUR|8RCR|9BPWR|aMDPS
2	26212 56122	 * 	395.00	DCR|2VULN|1MDPS|2DMG|1TLV|1DUR	13ASPD|25DMG|45VULN|5BPWR|6TLV|7LIT|8DUR|9RCR|aMDPS
3	15123 16232	   	384.55	DCR|2VULN|1MDPS|3TLV|1DUR	1DMSP|236TLV|49VULN|5RCVC|7DUR|8RCR|aMDPS
4	32511 53162	 * 	374.96	ACR|DCR|1MDPS|1VULN|2TLV|1DUR|1AART	1AART|2RAT|3RPLT|48TLV|59RCR|6DUR|7VULN|aMDPS
5	53333 63242	 * 	374.93	DCR|3VULN|1MDPS|1DUR	136VULN|2LHND|4DUST|5DUR|7BOSS|8LIT|9RCR|aMDPS
6	32522 14362	 * 	371.76	DCR|DCR|1MDPS|1VULN|1DUR|1AART	1AART|2RAT|3RPLT|4DUR|5VULN|6RCVC|79RCR|8ERES|aMDPS
7	26212 36122	   	368.79	DCR|2VULN|1MDPS|2DMG|1DUR	13ASPD|25DMG|45VULN|5BPWR|6RMIN|7LIT|8DUR|9RCR|aMDPS
8	51112 62332	 * 	367.65	DCR|4VULN|1CDMG|1TLV|1DUR	168aVULN|2ASPD|3LWND|4TLV|5DUR|7CDMG|9RCR
9	61212 62332	   	367.65	DCR|4VULN|1CDMG|1TLV|1DUR	1LWND|2ASPD|368aVULN|4TLV|5DUR|7CDMG|9RCR
10	51512 62332	   	367.55	DCR|4VULN|1CDMG|1TLV|1DUR	168aVULN|2ASPD|3DUST|4TLV|5DUR|7CDMG|9RCR
