0	Index      	Bounty	 *	Score 	Summary	Detail	
1	11322 25443	6	 * 	282.99	DCR|3VULN|3DMG|2DUR|1CDMG	1CGEN|26aDMG|3CDMG|4LWND|56aVULN|6aBPWR|7FEWX|8RCR|9aDUR
2	11322 26443	7	   	282.99	DCR|3VULN|3DMG|2DUR|1CDMG	1CGEN|26aDMG|3CDMG|4LWND|56aVULN|6aBPWR|7LHND|8RCR|9aDUR
3	21121 41364	9	 * 	269.45	DCR|4VULN|2DUR|2ASPD|1AART	1AART|2aCGEN|36DUR|4aASPD|578aVULN|9RCR|aBPWR
4	11322 25423	7	   	268.40	DCR|3VULN|3DMG|1DUR|1CDMG	1CGEN|26aDMG|3CDMG|4LWND|56aVULN|6aBPWR|7DUR|8RCR|9aBEXP
5	11322 35443	6	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG	1CGEN|2aDMG|3CDMG|4LWND|56aVULN|7FEWX|8RCR|9aDUR|aBPWR
6	11322 36443	7	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG	1CGEN|2aDMG|3CDMG|4LWND|56aVULN|7LHND|8RCR|9aDUR|aBPWR
7	11322 25415	10	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	1CGEN|26DMG|3CDMG|4LWND|56aVULN|6BPWR|78DUR|9RCR
8	22521 41312	8	 * 	266.45	DCR|3VULN|3DUR|1DMG|2AART	12AART|38DUST|468DUR|578VULN|8BPWR|9DMG|aRCR
9	22332 21464	9	 * 	266.35	DCR|4VULN|2ASPD|2TLV|2AART	12AART|3aASPD|4FEWX|578aVULN|6aTLV|9RCR|aBPWR
10	11163 43522	7	 * 	263.39	DCR|5VULN|1DMG|1DUR	19CGEN|2DMG|39ERES|45789VULN|6RCR|9BPWR|aDUR
11	11322 21542	6	   	263.06	DCR|3VULN|3DMG|1CDMG|1ASPD	18CGEN|268DMG|3CDMG|4LWND|568VULN|68BPWR|7TBNT|9ASPD|aRCR
12	11513 52512	5	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1CGEN|2DMG|3TLV|47DUR|589VULN|6ASPD|aRCR
13	11332 21542	6	   	262.96	DCR|3VULN|3DMG|1CDMG|1ASPD	18CGEN|268DMG|3CDMG|4DUST|568VULN|68BPWR|7TBNT|9ASPD|aRCR
14	22521 41322	9	   	262.64	DCR|3VULN|3DUR|2AART|1TLV	12AART|38DUST|468DUR|578VULN|8BPWR|9TLV|aRCR
15	21121 31364	9	   	262.63	DCR|4VULN|2ASPD|2AART|1DUR	16AART|2aCGEN|3DUR|4aASPD|578aVULN|9RCR|aBPWR
16	21151 53316	5	 * 	261.36	DCR|4VULN|3DUR|1AART	1AART|2aCGEN|36aDUR|458aVULN|7DLOT|9RCR|aBPWR
17	62413 11221	9	 * 	261.11	DCR|2VULN|3DUR|2DMG|2ASPD	1RMIN|2aVULN|369DUR|4ZMB|5aASPD|7aDMG|8RCR|aBPWR
18	33225 37161	9	 * 	260.94	DCR|4VULN|3DMG	127LWND|38DUST|4MBVNT|5789VULN|678DMG|78BPWR|aRCR
19	11431 26315	2	   	260.84	DCR|4VULN|3DMG	1CGEN|259DMG|3478VULN|6BELT|aRCR
20	24113 66113	1	 * 	260.39	DCR|3VULN|2ASPD|1DMG|1TLV|1AART	1AART|28ASPD|3DMG|4LIT|569VULN|7RCR|aTLV
21	62323 13635	7	 * 	260.21	DCR|3VULN|2DMG|2ASPD|1DUR	1RMIN|26aVULN|3aLHND|45ASPD|7DUR|8RCR|9aDMG|aBPWR
22	11163 43421	10	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2DMG|3ERES|457aVULN|6RCR|8TLV|9DUR
