0	Index      	 *	Score 	Summary	Detail	
1	24336 21122	 * 	399.28	紫2双倍秒伤2易伤1暴击1时间	1核2最后敌人3时间4暴击58易伤6低血量敌人7矿等9a双倍秒伤
2	24336 35111	   	399.08	紫2双倍秒伤2易伤1暴击1时间1挖怪	1核2最后敌人3时间4暴击56易伤78双倍秒伤9挖怪a掉矿
3	24336 35112	   	399.08	紫2双倍秒伤2易伤1暴击1时间1挖怪	1核2最后敌人3时间4暴击56易伤78双倍秒伤9挖怪a技能
4	24336 35113	   	399.08	紫2双倍秒伤2易伤1暴击1时间1挖怪	1核2最后敌人3时间4暴击56易伤78双倍秒伤9挖怪a敌人爆炸
5	24336 35121	   	399.08	紫2双倍秒伤2易伤1暴击2时间	1核2最后敌人3a时间4暴击56易伤78双倍秒伤9暴雪减费
6	24336 35122	   	399.08	紫2双倍秒伤2易伤1暴击1时间	1核2最后敌人3时间4暴击56易伤78双倍秒伤9暴雪减费a加一
7	24336 35123	   	399.08	紫2双倍秒伤2易伤1暴击1时间	1核2最后敌人3时间4暴击56易伤78双倍秒伤9暴雪减费a掉矿
8	24336 35131	   	399.08	紫2双倍秒伤2易伤1暴击1时间	1核2最后敌人3时间4暴击56易伤78双倍秒伤9a掉矿
9	24336 35132	   	399.08	紫2双倍秒伤2易伤1暴击1时间	1核2最后敌人3时间4暴击56易伤78双倍秒伤9掉矿a挖尘
10	24336 35133	   	399.08	紫2双倍秒伤2易伤1暴击1时间	1核2最后敌人3时间4暴击56易伤78双倍秒伤9掉矿a技能
11	21432 46122	   	371.82	紫2双倍秒伤1易伤1暴击1等级1时间	1核2立即金币3时间4暴击5敌人爆炸6最后敌人7等级8易伤9a双倍秒伤
12	21433 56122	   	371.82	紫2双倍秒伤1易伤1暴击1等级1时间	1核2立即金币3时间4暴击5最后敌人6敌人爆炸7等级8易伤9a双倍秒伤
13	24335 26122	   	371.82	紫2双倍秒伤1易伤1暴击1等级1时间	1核26最后敌人3时间4暴击5敌人爆炸7等级8易伤9a双倍秒伤
14	24335 36122	   	371.82	紫2双倍秒伤1易伤1暴击1等级1时间	1核2最后敌人3时间4暴击56敌人爆炸7等级8易伤9a双倍秒伤
15	21115 24322	   	371.72	紫2双倍秒伤1易伤1暴击1等级1时间	1核2立即金币3挖尘4最后敌人5易伤6时间7等级8暴击9a双倍秒伤
16	21134 46122	   	371.72	紫2双倍秒伤1易伤1暴击1等级1时间	1核2立即金币3挖尘4暴击5时间6最后敌人7等级8易伤9a双倍秒伤
17	24332 41622	   	371.72	紫2双倍秒伤1易伤1暴击1等级1时间	1核2最后敌人3时间4暴击5技能点6等级7金币生成8易伤9a双倍秒伤
18	25331 23624	   	371.62	紫2双倍秒伤1易伤1暴击1等级1时间	1核2掉矿3策反4暴击5易伤6风暴减费7时间8等级9a双倍秒伤
19	25331 62124	   	371.62	紫2双倍秒伤1易伤1暴击1等级1时间	1核2掉矿3策反4暴击5易伤6时间7等级8暴雪减费9a双倍秒伤
20	25331 62224	   	371.62	紫2双倍秒伤1易伤1暴击1等级1时间	1核2掉矿3策反4暴击5易伤6时间7等级8风暴减费9a双倍秒伤
