0	Index      	 *	Score 	Summary	Detail	Bounty	
1	63632 23316	 * 	293.31	橙3易伤2等级3时间2攻速1暴击	179时间259易伤3平台45等级59序列升级6暴击89攻速a核	4
2	63333 31243	 * 	284.36	橙4易伤2等级3时间	17a时间245a易伤35掉矿5a序列升级6矿等8a等级9核	6
3	23212 43633	 * 	278.24	橙3易伤2伤害2时间1等级1全技能1卖塔	1双倍矿29a易伤3全技能4等级5a伤害6a时间7卖塔8核a序列升级	10
4	21262 23614	 * 	277.86	橙2易伤3等级2伤害2时间2雷电1卖塔	1双倍矿28a等级3a时间48伤害5卖塔6核78易伤8a序列升级9a雷电	1
5	63242 22235	 * 	277.12	橙4易伤2伤害2时间1暴击	14时间2679易伤3挖青56伤害6序列升级8暴击a核	5
6	63533 12241	 * 	274.82	橙3易伤2时间1等级3攻速1伤害	18时间248易伤378攻速5平台6核8序列升级9等级a伤害	4
7	21264 23612	 * 	273.83	橙2易伤2等级2时间1伤害2暴击	1双倍矿28等级38时间4伤害5a暴击6核78易伤8序列升级9雷电	1
8	63362 36112	 * 	273.64	橙2易伤2等级3时间1伤害2雷电	179时间27易伤39掉矿4伤害57雷电6额外掉落79序列升级89等级a核	8
9	63143 36112	   	273.64	橙2易伤2等级3时间1伤害2雷电	179时间27易伤39雷电4伤害57掉矿6额外掉落79序列升级89等级a核	8
10	21262 23663	 * 	272.91	橙3易伤2等级2伤害1时间1卖塔	1双倍矿28等级3时间48伤害5卖塔6核78a易伤8序列升级9挖尘	1
11	21262 23653	 * 	272.77	橙3易伤2等级2伤害1时间2卖塔	1双倍矿28等级3时间48伤害59卖塔6核78a易伤8序列升级	1
12	21264 23621	   	272.43	橙2易伤2等级3时间1伤害1暴击	1双倍矿28等级38a时间4伤害5暴击6核78易伤8序列升级9随机矿	1
13	21361 23214	   	272.04	橙3易伤2等级2时间1暴击	1双倍矿2a等级3雷电46a易伤5掉矿7核8暴击9a时间a序列升级	1
14	63333 31261	 * 	271.99	橙4易伤2时间1等级1伤害	17时间2459易伤35掉矿5序列升级6伤害8等级a核	5
15	63333 33243	   	271.14	橙4易伤2等级2时间	1a时间245a易伤35掉矿5a序列升级6矿等7双倍矿8a等级9核	6
16	63333 35243	   	271.14	橙4易伤2等级2时间	1a时间245a易伤35掉矿5a序列升级6矿等7双倍矿8a等级9核	7
17	41422 13214	 * 	271.03	橙2易伤2等级2时间3攻速1暴击	15a攻速2雷电3a易伤46等级7核8暴击9a时间a序列升级	1
18	63333 24243	 * 	270.47	橙5易伤2时间1等级	1a时间2458a易伤35掉矿5a序列升级6等级7a金币生成9核	7
19	21264 22334	 * 	270.42	橙2易伤3等级2伤害1时间1暴击	1双倍矿29a等级3时间4a伤害5暴击6核7雷电8a易伤a序列升级	1
20	21262 23612	   	270.27	橙2易伤2等级2伤害1时间1暴击1卖塔	1双倍矿28等级3时间48伤害5卖塔6核78易伤8序列升级9雷电a暴击	1
21	63162 42222	   	269.38	橙3易伤1等级1伤害1时间2雷电1全技能	1时间258易伤35雷电4全技能5序列升级6等级7攻速9伤害a核	8
22	23224 51612	 * 	269.04	橙3易伤2等级1伤害2暴击1全技能	1双倍矿289易伤3全技能4基地爆炸59等级69暴击7核9序列升级a伤害	7
23	63335 31261	 * 	268.52	橙3易伤2伤害2时间1等级	17时间249易伤3掉矿56伤害8等级a核	4
24	63533 13243	   	268.37	橙4易伤2时间1等级2攻速	18时间248a易伤38攻速5平台6核7双倍矿8序列升级9等级	4
25	21264 23611	   	267.51	橙2易伤2等级2时间1伤害1暴击	1双倍矿28等级38时间4伤害5暴击6核78易伤8序列升级9雷电a低血量敌人	1
26	21264 23613	   	267.41	橙2易伤2等级2时间1伤害1暴击	1双倍矿28等级38时间4伤害5暴击6核78易伤8序列升级9雷电a赏金邻近	1
27	21363 13214	 * 	267.41	橙2易伤3等级2时间1伤害1暴击	1双倍矿26a等级3雷电4a易伤5伤害7核8暴击9a时间a序列升级	1
28	23261 23214	   	267.34	橙2易伤2伤害2时间1等级1暴击1全技能	1双倍矿2a易伤3全技能4a伤害5双倍物品6等级7核8暴击9a时间a序列升级	4
29	23261 23424	 * 	266.57	橙3易伤2等级2伤害1全技能	1双倍矿28a易伤3全技能4a伤害5双倍物品6a等级7核9平台a序列升级	4
30	23214 62123	   	265.44	橙5易伤1等级1时间1全技能	1双倍矿25789易伤3全技能4等级6时间a核	6
31	23214 62123	   	265.44	橙5易伤1等级1时间1全技能	1双倍矿25789易伤3全技能4等级6时间a核	5
32	23261 62123	   	265.44	橙5易伤1等级1时间1全技能	1双倍矿24789易伤3全技能5等级6时间a核	3
33	63333 24343	   	265.35	橙4易伤3时间1等级	18a时间245a易伤35掉矿5a序列升级6等级7a金币生成9核	7
34	13142 16253	   	265.21	橙3易伤2等级2伤害	1a敌人爆炸28a易伤3雷电45伤害6a等级7挖青9核a序列升级	10
35	21363 13424	 * 	265.21	橙3易伤3等级2伤害	1双倍矿26a等级3雷电48a易伤5a伤害7核9平台a序列升级	1
36	21363 41234	   	265.21	橙3易伤3等级2伤害	1双倍矿29a等级3雷电48a易伤5a伤害6平台7核a序列升级	1
37	63131 63243	   	265.04	橙3易伤2等级2时间2雷电	1a时间28a易伤39雷电4随机矿5敌人爆炸6核7a等级a序列升级	10
38	63533 12225	   	264.41	橙3易伤2时间1等级3攻速1全技能	18时间248易伤378攻速5平台6核8序列升级9全技能a等级	4
39	21262 23626	 * 	263.97	橙2易伤3伤害2等级1时间1卖塔	1双倍矿28等级3时间48a伤害5卖塔6核78易伤8序列升级9随机矿	1
40	21363 13436	   	263.77	橙3易伤2等级1伤害1时间	1双倍矿26等级3雷电48a易伤5伤害7核9时间	1
41	63214 83215	   	263.74	橙3易伤2等级2时间1暴击	18时间258易伤3低血量敌人4加一6暴击78等级8序列升级9立即金币a核	2
42	63214 83221	   	263.74	橙3易伤2等级2时间1暴击	18时间258易伤3低血量敌人4加一6暴击78等级8序列升级9矿等a核	2
43	63214 83231	   	263.74	橙3易伤2等级2时间1暴击	18时间258易伤3低血量敌人4加一6暴击78等级8序列升级9金币生成a核	2
44	63414 84221	   	263.74	橙3易伤2等级2时间1暴击	18时间258易伤3基地爆炸4加一6暴击78等级8序列升级9矿等a核	3
45	63414 84231	   	263.74	橙3易伤2等级2时间1暴击	18时间258易伤3基地爆炸4加一6暴击78等级8序列升级9金币生成a核	3
46	23212 41263	   	263.70	橙3易伤2伤害1等级1时间1全技能	1双倍矿279易伤3全技能4等级5a伤害6时间8核	8
47	63441 31313	   	263.41	橙3易伤2等级3时间	149时间279易伤3基地爆炸5最后敌人69等级8双倍矿9序列升级a核	4
48	63611 31313	   	263.41	橙3易伤2等级3时间	139时间279易伤4基地爆炸5最后敌人69等级8双倍矿9序列升级a核	2
49	63335 23243	   	263.41	橙3易伤2等级3时间	16a时间24a易伤3掉矿56金币生成6a序列升级7双倍矿8a等级9核	6
