0	Index      	 *	Score 	Summary	Detail	Bounty	
1	11243 24252	 * 	295.75	橙4易伤3等级2时间2雷电1全技能	18雷电256等级3全技能4589易伤58序列升级78时间a核	8
2	11513 24612	 * 	279.07	橙2易伤3伤害2等级1时间2雷电	1a雷电2a等级3时间467伤害5敌人爆炸8a易伤9核a序列升级	2
3	11513 24612	   	279.07	橙2易伤3伤害2等级1时间2雷电	1a雷电2a等级3时间467伤害5敌人爆炸8a易伤9核a序列升级	3
4	11243 24224	   	274.70	橙3易伤3等级2时间2雷电1全技能	18雷电256等级3全技能458易伤58序列升级78时间9基地爆炸a核	10
5	11243 24252	   	274.70	橙3易伤3等级2时间2雷电1全技能	18雷电256等级3全技能458易伤58序列升级78时间9双倍矿a核	9
6	11243 24262	   	274.70	橙3易伤3等级2时间2雷电1全技能	18雷电256等级3全技能458易伤58序列升级78时间9立即金币a核	9
7	11242 24252	   	274.60	橙3易伤3等级2时间2雷电1全技能	18雷电256等级3全技能489易伤78时间8序列升级a核	8
8	11241 12152	   	274.42	橙4易伤3等级1时间1全技能	1雷电257等级3全技能4569易伤5序列升级8时间a核	4
9	11243 12152	   	274.42	橙4易伤3等级1时间1全技能	1雷电257等级3全技能4569易伤5序列升级8时间a核	5
10	11243 12152	   	274.42	橙4易伤3等级1时间1全技能	1雷电257等级3全技能4569易伤5序列升级8时间a核	6
11	13152 63124	 * 	273.60	橙5易伤2等级2雷电	1a雷电24立即金币3a等级5679a易伤8核a序列升级	2
12	11243 14224	 * 	273.53	橙3易伤2等级1伤害1时间1全技能	1雷电25等级3全技能456易伤5序列升级7伤害8基地爆炸9时间a核	10
13	11243 14315	   	273.53	橙3易伤2等级1伤害1时间1全技能	1雷电25等级3全技能456易伤5序列升级7伤害8策反9核a时间	8
14	11243 62315	   	273.53	橙3易伤2等级1伤害1时间1全技能	1雷电25等级3全技能458易伤5序列升级6策反7伤害9核a时间	6
15	33113 44421	 * 	271.60	橙3易伤3伤害3时间	1立即金币248伤害34a时间48序列升级58最后敌人689易伤7核	1
16	33115 34421	   	268.04	橙3易伤3伤害2时间1全技能	1立即金币248伤害34时间48序列升级589易伤68敌人爆炸7核a全技能	1
17	11243 24412	   	267.95	橙3易伤3等级2时间1全技能	1雷电256等级3全技能458易伤5序列升级79时间a核	9
18	15612 23433	 * 	267.23	橙2易伤2等级3时间2雷电1暴击	19雷电25a时间39等级4敌人爆炸6暴击7核89易伤9序列升级	5
19	11533 23433	   	267.23	橙2易伤2等级3时间2雷电1暴击	19雷电24等级39a时间5敌人爆炸6暴击7核89易伤9序列升级	5
20	11532 23433	   	267.13	橙2易伤2等级3时间2雷电1暴击	19雷电24等级39a时间5挖尘6暴击7核89易伤9序列升级	4
