0	Index      	*	Score	Code	Var
1	33224 14512	*	306.1	橙橙3易伤2等级1矿等	15等级2金币生成3敌人爆炸459易伤5序列升级68核7矿等a随机矿
2	33224 14513	 	302.3	橙橙3易伤2等级1矿等	15等级2金币生成3敌人爆炸459易伤5序列升级68核7矿等a基地爆炸
3	33224 14511	 	301.8	橙橙3易伤2等级1矿等	15等级2金币生成3敌人爆炸459易伤5序列升级68核7矿等a挖尘
4	32262 14532	*	293.5	橙橙2易伤2矿等2等级	1a等级2残血敌人3立即金币4随机矿5a易伤68核7a矿等9额外掉落a序列升级
5	33224 14523	 	293.3	橙橙2易伤2等级1矿等1攻速	15等级2金币生成3敌人爆炸45易伤5序列升级68核7矿等9散射对甲a攻速
6	31162 14532	 	291.9	橙橙2易伤2矿等2等级	1a等级23最后敌人4随机矿5a易伤68核7a矿等9额外掉落a序列升级
7	35224 12512	 	290.4	橙橙3易伤2等级	15等级2掉矿3敌人爆炸459易伤5序列升级68核7金币生成a随机矿
8	35224 12513	 	286.6	橙橙3易伤2等级	15等级2掉矿3敌人爆炸459易伤5序列升级68核7金币生成a基地爆炸
9	35224 12511	 	286.1	橙橙3易伤2等级	15等级2掉矿3敌人爆炸459易伤5序列升级68核7金币生成a挖尘
10	33224 14521	 	281.7	橙橙2易伤2等级1矿等	15等级2金币生成3敌人爆炸45易伤5序列升级68核7矿等9散射对甲a立即金币
11	33224 14533	 	279.6	橙橙2易伤2等级1矿等	15等级2金币生成3敌人爆炸45易伤5序列升级68核7矿等9a额外掉落
12	33224 14532	 	279.6	橙橙2易伤2等级1矿等	15等级2金币生成3敌人爆炸45易伤5序列升级68核7矿等9额外掉落
13	33224 14522	 	279.6	橙橙2易伤2等级1矿等	15等级2金币生成3敌人爆炸45易伤5序列升级68核7矿等9散射对甲a基础对甲
14	33224 14531	 	279.6	橙橙2易伤2等级1矿等	15等级2金币生成3敌人爆炸45易伤5序列升级68核7矿等9额外掉落a赏金邻近
15	35224 12523	 	277.6	橙橙2易伤2等级1攻速	15等级2掉矿3敌人爆炸45易伤5序列升级68核7金币生成9散射对甲a攻速
16	32262 14512	 	272.6	橙橙2易伤1等级1矿等	1等级2残血敌人3立即金币4a随机矿59易伤68核7矿等
