0	Index      	*	Score	Code	Var
1	23111 41223	*	277.7	橙橙2易伤1伤害1矿等1攻速	1赏金塔2掉矿3双倍秒伤4攻速5矿等6伤害7a核89易伤
2	23141 41223	 	268.2	橙橙2易伤1伤害1矿等	1赏金塔2掉矿3双倍秒伤4技能5矿等6伤害7a核89易伤
3	43242 43131	 	264.2	橙橙2易伤1等级1暴击	1等级2机枪对壮36易伤4敌人爆炸5加一79核8残血敌人a暴击
4	43242 43831	 	263.7	橙橙2易伤1等级1暴击	1等级2机枪对壮36易伤4敌人爆炸5加一79核8挖尘a暴击
5	11342 31423	 	261.7	橙橙2易伤1伤害	1敌人爆炸29挖尘3a易伤4伤害5立即金币68核7随机技能
6	43242 43133	 	261.5	橙橙2易伤1等级1雷电	1等级2机枪对壮36易伤4敌人爆炸5加一79核8残血敌人a雷电
7	43235 23122	*	261.2	橙4易伤2伤害2等级	1a等级2机枪对壮346a易伤5随机技能7金币生成8核9a伤害a序列升级
8	43242 43833	 	261.0	橙橙2易伤1等级1雷电	1等级2机枪对壮36易伤4敌人爆炸5加一79核8挖尘a雷电
9	11343 31423	 	259.5	橙橙2易伤1伤害	1敌人爆炸29挖尘3a易伤4伤害68核7随机技能
10	11345 31423	 	259.5	橙橙2易伤1伤害	1敌人爆炸29挖尘3a易伤4伤害68核7随机技能
11	43241 63133	 	258.6	橙橙1易伤1伤害1等级1攻速	1等级2机枪对壮3易伤4敌人爆炸5伤害6攻速79核8残血敌人a最后敌人
12	43241 63131	 	258.1	橙橙1易伤1伤害1等级1攻速	1等级2机枪对壮3易伤4敌人爆炸5伤害6攻速79核8残血敌人a加一
13	43241 63132	 	258.1	橙橙1易伤1伤害1等级1攻速	1等级2机枪对壮3易伤4敌人爆炸5伤害6攻速79核8残血敌人a掉矿
14	15223 22344	 	258.0	橙橙2易伤1等级	1敌人爆炸2最后敌人3赏金塔4a易伤5基地爆炸6时间79核8等级
15	61342 31423	 	257.9	橙橙2易伤1伤害	1基地爆炸29挖尘3a易伤4伤害5立即金币68核7随机技能
16	43242 43138	 	257.5	橙橙2易伤1等级	1等级2机枪对壮36易伤4敌人爆炸5加一79核8残血敌人a时间
17	11342 31463	 	256.1	橙橙1易伤1伤害1攻速	1敌人爆炸2挖尘3易伤4伤害5立即金币68核7随机技能9攻速a策反
18	61343 31423	 	255.8	橙橙2易伤1伤害	1基地爆炸29挖尘3a易伤4伤害68核7随机技能
19	11343 31463	 	254.0	橙橙1易伤1伤害1攻速	1敌人爆炸2挖尘3易伤4伤害68核7随机技能9攻速a策反
20	43242 43132	 	253.3	橙橙2易伤1等级	1等级2机枪对壮36易伤4敌人爆炸5加一79核8残血敌人a金币生成
21	43242 43832	 	252.8	橙橙2易伤1等级	1等级2机枪对壮36易伤4敌人爆炸5加一79核8挖尘a金币生成
22	15223 22341	 	251.7	橙橙1易伤1双倍秒伤1等级	1敌人爆炸2最后敌人3赏金塔4易伤5基地爆炸6时间79核8等级a双倍秒伤
23	15243 32341	 	251.7	橙橙1易伤1双倍秒伤1等级	1敌人爆炸2最后敌人3赏金塔4时间5基地爆炸6易伤79核8等级a双倍秒伤
24	65223 22341	 	251.7	橙橙1易伤1双倍秒伤1等级	1基地爆炸2最后敌人3赏金塔4易伤5敌人爆炸6时间79核8等级a双倍秒伤
25	24143 12341	 	251.2	橙橙1易伤1双倍秒伤1等级	1赏金塔2基地爆炸3易伤4时间5敌人爆炸6挖尘79核8等级a双倍秒伤
26	11342 31425	 	251.1	橙橙1易伤1伤害1矿等	1敌人爆炸29挖尘3易伤4伤害5立即金币68核7随机技能a矿等
27	11342 31431	 	251.1	橙橙1易伤1伤害1矿等	1敌人爆炸2挖尘3易伤4伤害5立即金币68核7随机技能9电对甲a矿等
28	43242 43136	 	251.0	橙橙2易伤1等级	1等级2机枪对壮36易伤4敌人爆炸5加一79核8残血敌人a基地爆炸
29	43242 43135	 	250.4	橙橙2易伤1等级	1等级2机枪对壮36易伤4敌人爆炸5加一79核8残血敌人a掉矿
30	43242 43134	 	250.4	橙橙2易伤1等级	1等级2机枪对壮36易伤4敌人爆炸5加一79核8残血敌人a平台
31	43242 43834	 	249.9	橙橙2易伤1等级	1等级2机枪对壮36易伤4敌人爆炸5加一79核8挖尘a平台
32	11342 31461	 	249.6	橙橙1易伤1伤害1攻速	1敌人爆炸2挖尘3易伤4伤害5立即金币68核7随机技能9攻速a残血敌人
33	11342 35143	 	249.1	橙橙1易伤1伤害1攻速	1敌人爆炸2挖尘3易伤4伤害5立即金币6a核7赏金塔8攻速9时间
34	11342 31462	 	249.1	橙橙1易伤1伤害1攻速	1敌人爆炸2挖尘3易伤4伤害5立即金币68核7随机技能9攻速a赏金塔
35	11345 31431	 	248.9	橙橙1易伤1伤害1矿等	1敌人爆炸2挖尘3易伤4伤害68核7随机技能9电对甲a矿等
36	11343 31431	 	248.9	橙橙1易伤1伤害1矿等	1敌人爆炸2挖尘3易伤4伤害68核7随机技能9电对甲a矿等
37	11343 31425	 	248.9	橙橙1易伤1伤害1矿等	1敌人爆炸29挖尘3易伤4伤害68核7随机技能a矿等
38	43235 33122	*	248.8	橙3易伤2伤害3等级	16a等级2机枪对壮34a易伤5随机技能7金币生成8核9a伤害a序列升级
39	43225 23122	 	248.8	橙3易伤2伤害3等级	14a等级2机枪对壮36a易伤5随机技能7金币生成8核9a伤害a序列升级
40	11343 31461	 	247.5	橙橙1易伤1伤害1攻速	1敌人爆炸2挖尘3易伤4伤害68核7随机技能9攻速a残血敌人
