0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13243 42361	10	 * 	294.72	橙5易伤2伤害1等级2全技能	13全技能2578a易伤47伤害6核7序列升级9等级
2	13243 42341	8	 * 	292.03	橙4易伤3伤害1等级2全技能	13全技能2578易伤47a伤害6核7序列升级9等级
3	13243 42361	9	   	292.03	橙4易伤3伤害1等级2全技能	13全技能2578易伤47a伤害6核7序列升级9等级
4	13653 21633	6	 * 	291.08	橙2易伤3伤害3时间1等级1全技能	1全技能27易伤367时间4随机矿567伤害67序列升级8核9雷电a等级
5	13241 42322	7	 * 	289.99	橙3易伤3伤害2等级2全技能	13全技能27a易伤457伤害6核7a序列升级8a等级9赏金塔
6	13241 44222	6	   	289.99	橙3易伤3伤害2等级2全技能	13全技能28a易伤458伤害6核7赏金塔8a序列升级9a等级
7	13241 45222	6	   	289.99	橙3易伤3伤害2等级2全技能	13全技能28a易伤458伤害6核7赏金邻近8a序列升级9a等级
8	13243 42261	9	 * 	288.32	橙4易伤3伤害3全技能2攻速	139全技能257a易伤47a伤害6核7a序列升级8a攻速
9	13241 42313	7	   	287.23	橙3易伤3伤害1等级2全技能1时间	13全技能27a易伤457伤害6核7序列升级8等级9时间
10	13243 45133	7	 * 	285.89	橙4易伤3伤害2暴击2全技能	13全技能2589易伤49a伤害6核79暴击9序列升级
11	13243 42362	10	   	284.68	橙4易伤2伤害1等级2全技能	13全技能2578易伤47伤害6核7序列升级9等级a攻速
12	13243 42323	9	 * 	282.52	橙4易伤2伤害1等级3全技能	139全技能2578易伤47伤害6核7序列升级a等级
13	13243 42325	8	   	280.07	橙4易伤2伤害2全技能1时间1暴击	13全技能2578易伤47伤害6核7序列升级9时间a暴击
14	13211 33153	8	   	278.54	橙4易伤2伤害2暴击2全技能	13全技能279a易伤4攻速59伤害69暴击8核9序列升级
15	13211 33653	7	   	278.54	橙4易伤2伤害2暴击2全技能	13全技能279a易伤4攻速59伤害69暴击8核9序列升级
16	13211 34653	6	   	278.54	橙4易伤2伤害2暴击2全技能	13全技能279a易伤4攻速59伤害69暴击8核9序列升级
17	13521 33153	8	   	278.54	橙4易伤2伤害2暴击2全技能	14全技能279a易伤3攻速59伤害69暴击8核9序列升级
18	13521 33653	7	   	278.54	橙4易伤2伤害2暴击2全技能	14全技能279a易伤3攻速59伤害69暴击8核9序列升级
19	13241 42134	8	 * 	277.12	橙3易伤3伤害1等级3全技能	138全技能279易伤457伤害6核7序列升级a等级
20	13241 42315	7	   	277.12	橙2易伤3伤害2时间1等级2全技能	13全技能27易伤457伤害6核7序列升级8等级9a时间
21	13211 31236	5	 * 	276.40	橙3易伤2伤害2时间2全技能2攻速	13全技能279易伤49攻速57伤害67时间79序列升级89低血量敌人a核
22	13521 31236	5	   	276.40	橙3易伤2伤害2时间2全技能2攻速	14全技能279易伤39攻速57伤害67时间79序列升级89低血量敌人a核
23	13243 42313	10	   	276.37	橙4易伤2伤害1等级2全技能	13全技能2578易伤47伤害6核7序列升级9最后敌人a等级
24	13243 42333	10	   	276.37	橙4易伤2伤害1等级2全技能	13全技能2578易伤47伤害6核7序列升级9敌人爆炸a等级
25	13243 42342	8	   	276.37	橙4易伤2伤害1等级2全技能	13全技能2578易伤47伤害6核7序列升级9等级a敌人爆炸
26	13243 42343	8	   	276.37	橙4易伤2伤害1等级2全技能	13全技能2578易伤47伤害6核7序列升级9等级a基地爆炸
27	13243 42362	9	   	276.37	橙4易伤2伤害1等级2全技能	13全技能2578易伤47伤害6核7序列升级9等级a敌人爆炸
28	13243 42363	9	   	276.37	橙4易伤2伤害1等级2全技能	13全技能2578易伤47伤害6核7序列升级9等级a基地爆炸
29	13243 42313	8	   	276.27	橙4易伤2伤害1等级2全技能	13全技能2578易伤47伤害6核7序列升级9赏金邻近a等级
30	13243 42423	7	   	276.27	橙4易伤2伤害1等级2全技能	13全技能2579易伤47伤害6核7序列升级8赏金邻近a等级
31	13243 44223	6	   	276.27	橙4易伤2伤害1等级2全技能	13全技能2589易伤48伤害6核7赏金塔8序列升级a等级
32	13243 45223	6	   	276.27	橙4易伤2伤害1等级2全技能	13全技能2589易伤48伤害6核7赏金邻近8序列升级a等级
33	13241 42316	7	   	276.18	橙2易伤3伤害1等级2全技能1时间1暴击	13全技能27易伤457伤害6核7序列升级8等级9时间a暴击
34	13243 42142	7	 * 	275.61	橙3易伤3伤害2时间2全技能	13全技能257易伤479伤害6核7序列升级8a时间
35	13563 21124	6	   	274.60	橙4易伤3伤害2攻速1全技能	1全技能2678易伤38攻速478基地爆炸567伤害678序列升级9最后敌人a核
36	13532 16351	8	   	274.31	橙2易伤2时间1等级1伤害2攻速1暴击1全技能	1全技能27易伤37攻速4暴击5伤害67时间7序列升级8等级9雷电a核
37	13113 16164	10	 * 	274.02	橙3易伤3时间1等级2暴击1全技能	1全技能257易伤3敌人爆炸47暴击678时间7序列升级9核a等级
38	13211 33152	8	   	273.74	橙3易伤2伤害2暴击2全技能1时间	13全技能279易伤4攻速59伤害69暴击8核9序列升级a时间
39	13211 33652	7	   	273.74	橙3易伤2伤害2暴击2全技能1时间	13全技能279易伤4攻速59伤害69暴击8核9序列升级a时间
40	13211 34652	6	   	273.74	橙3易伤2伤害2暴击2全技能1时间	13全技能279易伤4攻速59伤害69暴击8核9序列升级a时间
41	13521 33152	8	   	273.74	橙3易伤2伤害2暴击2全技能1时间	14全技能279易伤3攻速59伤害69暴击8核9序列升级a时间
42	13521 33652	7	   	273.74	橙3易伤2伤害2暴击2全技能1时间	14全技能279易伤3攻速59伤害69暴击8核9序列升级a时间
43	13663 31236	5	 * 	273.53	橙4易伤2伤害2时间1全技能	1全技能2679易伤39时间47策反57伤害79序列升级89低血量敌人a核
