0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23223 22124	5	 * 	298.02	橙4易伤2等级2伤害2暴击	1a暴击2348易伤5额外掉落6a伤害7核9a等级a序列升级
2	23362 11244	10	   	295.21	橙3易伤2等级2伤害1时间1暴击	1暴击26a易伤3时间4攻速5a伤害7矿等8a等级9核a序列升级
3	23362 12244	10	   	295.11	橙3易伤2等级2伤害1时间1暴击	1暴击26a易伤3时间4攻速5a伤害7掉矿8a等级9核a序列升级
4	21326 35622	4	   	294.40	橙3易伤2等级2伤害2暴击2全技能	19暴击27伤害39等级49a易伤58全技能6核9序列升级
5	23223 22554	5	 * 	292.62	橙3易伤3伤害2等级2暴击	1a暴击234易伤5额外掉落69a伤害7核8a等级a序列升级
6	21653 31322	10	 * 	292.52	橙3易伤3时间2伤害2暴击	1a暴击24伤害34a时间4a序列升级5攻速6雷电7核89a易伤
7	23231 15251	1	 * 	284.23	橙3易伤3伤害2时间3暴击1卖塔	179暴击2卖塔357伤害4平台679易伤79序列升级89时间a核
8	23223 22424	5	 * 	283.01	橙3易伤2等级2伤害3暴击	18a暴击234易伤5额外掉落6a伤害7核9a等级a序列升级
9	23233 22124	5	   	283.01	橙3易伤2等级2伤害3暴击	14a暴击238易伤5额外掉落6a伤害7核9a等级a序列升级
10	21123 31362	8	 * 	280.71	橙2易伤2伤害2时间1等级2暴击	19暴击23伤害49时间5攻速6雷电7核89易伤9序列升级a等级
11	23223 55233	4	 * 	279.71	橙3易伤2等级2时间2暴击	17暴击234易伤57等级67时间7序列升级8全技能9赏金邻近a核
12	21123 31322	10	   	279.20	橙3易伤2伤害2时间2暴击	1a暴击23伤害4a时间5攻速6雷电7核89a易伤a序列升级
13	22122 61314	8	 * 	278.54	橙2易伤2伤害2时间1等级3暴击	16a暴击2雷电3a易伤46伤害5随机矿6a序列升级7核8等级9a时间
14	23351 42253	9	   	278.21	橙3易伤2等级2时间2暴击1卖塔	1a暴击24a易伤35时间6雷电7a等级8核9卖塔a序列升级
15	23225 62432	10	 * 	277.55	橙5易伤3时间2暴击	18暴击23478易伤5双倍矿689时间8序列升级a核
16	23226 62432	10	   	277.55	橙5易伤3时间2暴击	18暴击23478易伤5立即金币689时间8序列升级a核
17	21653 31333	8	   	277.49	橙2易伤3时间2伤害2暴击	1a暴击24伤害34a时间4a序列升级5攻速6雷电7核8a易伤9全技能
18	23213 22124	5	   	276.97	橙3易伤2等级2伤害2暴击	1a暴击238易伤4立即金币5额外掉落6a伤害7核9a等级a序列升级
19	24223 22124	5	   	276.97	橙3易伤2等级2伤害2暴击	1a暴击2立即金币348易伤5额外掉落6a伤害7核9a等级a序列升级
20	21326 35621	4	 * 	275.85	橙2易伤2等级2伤害3全技能2暴击	19暴击27伤害39等级49易伤58a全技能6核9序列升级
21	21643 31322	10	   	274.84	橙3易伤3时间2暴击1伤害	1a暴击2伤害34a时间5攻速6雷电7核89a易伤a序列升级
22	21653 31322	9	   	274.29	橙2易伤2伤害2时间1等级1暴击	1暴击24伤害34时间4序列升级5攻速6雷电7核89易伤a等级
23	32264 12333	5	 * 	274.17	橙4易伤3时间1伤害2雷电	19雷电289时间3低血量敌人4伤害5679易伤9序列升级a核
24	23233 22554	5	 * 	273.97	橙2易伤3伤害2等级3暴击	14a暴击23易伤5额外掉落69a伤害7核8a等级a序列升级
25	21653 31362	10	 * 	273.87	橙2易伤3时间2伤害3暴击	19a暴击24伤害34a时间4a序列升级5攻速6雷电7核8a易伤
26	23261 23333	5	   	273.75	橙4易伤1等级2暴击2攻速1时间	17暴击2367易伤47攻速5平台7序列升级8时间9等级a核
27	23444 23333	5	   	273.75	橙4易伤1等级2暴击2攻速1时间	17暴击2567易伤3平台47攻速7序列升级8时间9等级a核
28	23446 23333	4	   	273.75	橙4易伤1等级2暴击2攻速1时间	17暴击2567易伤3平台47攻速7序列升级8时间9等级a核
29	21143 41324	7	   	273.71	橙2易伤3伤害1等级1时间2雷电1暴击	1暴击23a伤害4等级5时间6a雷电7核8策反9a易伤a序列升级
30	23223 32346	4	 * 	272.99	橙3易伤2时间1等级1伤害1暴击	1暴击234易伤5等级6伤害7a时间8攻速9核
31	23223 52346	4	   	272.99	橙3易伤2时间1等级1伤害1暴击	1暴击234易伤5等级6a时间7伤害8攻速9核
32	21326 34341	4	   	272.87	橙4易伤1等级1伤害1暴击	1暴击2伤害3等级489a易伤5全技能6核7攻速
33	34232 52123	8	   	271.86	橙3易伤2等级2伤害2雷电	1a雷电23立即金币469易伤5a伤害7a等级8核a序列升级
34	23223 32442	4	   	271.15	橙4易伤1等级1伤害1时间1暴击	1暴击234a易伤5等级6伤害7时间8金币生成9核
35	23223 52442	4	   	271.15	橙4易伤1等级1伤害1时间1暴击	1暴击234a易伤5等级6时间7伤害8金币生成9核
36	23262 21426	7	   	271.15	橙4易伤1等级1伤害2攻速1暴击	1暴击236a易伤46攻速5额外掉落6序列升级7伤害8核9等级
37	23262 22116	6	   	271.15	橙4易伤1等级1伤害2攻速1暴击	1暴击2368易伤46攻速5额外掉落6序列升级7核9伤害a等级
38	23223 22341	5	 * 	270.90	橙5易伤2伤害2暴击1卖塔	1a暴击2349a易伤5额外掉落6a伤害7核8卖塔a序列升级
39	32264 22333	6	   	270.70	橙3易伤3时间2伤害2雷电	19雷电289时间3低血量敌人46伤害579易伤9序列升级a核
40	32266 22333	5	   	270.70	橙3易伤3时间2伤害2雷电	19雷电289时间3低血量敌人45伤害679易伤9序列升级a核
41	32266 32333	6	   	270.70	橙3易伤3时间2伤害2雷电	19雷电289时间3低血量敌人45伤害679易伤9序列升级a核
42	21653 31224	7	 * 	270.49	橙2易伤3伤害2时间2雷电1暴击	1暴击24a伤害34时间4a序列升级5攻速6a雷电7核8矿等9a易伤
43	21322 33256	10	   	270.45	橙3易伤2等级2伤害1暴击	1暴击26伤害38等级47a易伤5随机矿9核
44	21143 41322	9	   	270.32	橙2易伤2等级2伤害1时间1暴击	1暴击23伤害4a等级5时间6雷电7核89易伤
45	23223 55126	4	   	270.15	橙3易伤2等级2时间2暴击	17暴击234易伤57等级67时间7序列升级8金币生成9矿等a核
46	15341 18221	1	 * 	270.15	橙3易伤2等级2时间1伤害	17低血量敌人2伤害37时间479易伤5加一6核7序列升级8a等级
47	23353 11254	10	   	270.15	橙3易伤2等级2时间2暴击	1a暴击246易伤3a时间5敌人爆炸7矿等8a等级9核a序列升级
48	23353 15252	10	   	270.10	橙4易伤2等级1时间1暴击	1暴击246a易伤3时间5敌人爆炸78等级9核
49	23353 12254	10	   	270.05	橙3易伤2等级2时间2暴击	1a暴击246易伤3a时间5敌人爆炸7掉矿8a等级9核a序列升级
50	23222 63237	9	   	269.93	橙4易伤2等级2暴击	18暴击2348易伤5随机矿68等级7加一8序列升级9核a全技能
51	23223 46238	4	   	269.83	橙4易伤2等级2暴击	17暴击2347易伤57等级6加一7序列升级8全技能9赏金邻近a核
52	23316 43232	6	   	269.81	橙3易伤2等级2时间2暴击1卖塔	1a暴击259易伤3a时间4卖塔6a等级7赏金塔8核a序列升级
53	23316 45232	6	   	269.81	橙3易伤2等级2时间2暴击1卖塔	1a暴击259易伤3a时间4卖塔6a等级7赏金邻近8核a序列升级
