0	Index      	 *	Score 	Summary	Detail	
1	12123 41433	 * 	394.99	DCR|3VULN|1MDPS|1DMG|1DUR	1RCVC|2ASPD|3DUR|4RMIN|578VULN|6DMG|9RCR|aMDPS
2	12153 41333	   	394.99	DCR|3VULN|1MDPS|1DMG|1DUR	1RCVC|2ASPD|3DUR|4MLV|578VULN|6DMG|9RCR|aMDPS
3	22146 32333	   	387.38	DCR|3VULN|1MDPS|2DUR	18DUST|2TBNT|3RCVC|48DUR|568VULN|7RCR|8BPWR|9RAT|aMDPS
4	22146 32361	   	387.28	DCR|3VULN|1MDPS|2DUR	18DUST|2TBNT|3RCVC|48DUR|568VULN|7RCR|8BPWR|9MDPS|aDMSP
5	22146 32362	 * 	387.28	DCR|4VULN|1MDPS|2DUR	18DUST|2TBNT|3RCVC|48DUR|568aVULN|7RCR|8BPWR|9MDPS
6	22146 32363	   	387.28	DCR|3VULN|1MDPS|2DUR	18DUST|2TBNT|3RCVC|48DUR|568VULN|7RCR|8BPWR|9MDPS|aBEXP
7	22113 21523	 * 	384.12	DCR|2MDPS|1VULN|2DUR|1TLV	1DUST|2TBNT|3RCVC|4TLV|5VULN|69DUR|7RCR|8aMDPS
8	22113 21533	 * 	384.12	DCR|2MDPS|1VULN|2TLV|1DUR	1DUST|2TBNT|3RCVC|49TLV|5VULN|6DUR|7RCR|8aMDPS
9	15226 26233	 * 	381.55	DCR|2VULN|1MDPS|2DMG|2DUR	14RCVC|28DMG|3AAC|5MLV|68DUR|78VULN|8BPWR|9RCR|aMDPS
10	12153 41233	   	381.35	DCR|2VULN|1MDPS|2DMG|2DUR	1RCVC|28ASPD|38DUR|4MLV|57VULN|68DMG|8BPWR|9RCR|aMDPS
11	12123 61433	   	374.93	DCR|3VULN|1MDPS|1DUR	1RCVC|2ASPD|3DUR|4RMIN|578VULN|6ZMB|9RCR|aMDPS
12	12153 61333	   	374.93	DCR|3VULN|1MDPS|1DUR	1RCVC|2ASPD|3DUR|4MLV|578VULN|6ZMB|9RCR|aMDPS
13	22155 32343	   	374.93	DCR|3VULN|1MDPS|1DUR	18DUST|2TBNT|3RCVC|468VULN|58LWND|7RCR|8BPWR|9DUR|aMDPS
14	15326 26233	   	368.89	DCR|2VULN|1MDPS|2DMG|1DUR	14RCVC|28DMG|38ASPD|5MLV|6DUR|78VULN|8BPWR|9RCR|aMDPS
