0	Index      	 *	Score 	Summary	Detail	Bounty	
1	13152 32224	 * 	310.58	橙3易伤2等级3时间2伤害1卖塔	18伤害246易伤368时间5卖塔68序列升级78等级9全技能a核	4
2	32623 62522	 * 	297.40	橙3易伤3等级2伤害2时间	1全技能29伤害356易伤479等级89时间9序列升级a核	8
3	13112 31462	 * 	296.86	橙4易伤3时间2伤害2暴击1核弹	19伤害2568易伤369时间4核弹69序列升级79暴击a核	4
4	32623 62523	 * 	295.92	橙4易伤3等级2伤害	1全技能29伤害3569易伤479等级8核9序列升级a雷电	7
5	13123 33156	 * 	293.84	橙2易伤3伤害2等级2暴击1时间	168伤害2a易伤3时间4a暴击5a等级7核9全技能a序列升级	8
6	13123 33656	   	293.84	橙2易伤3伤害2等级2暴击1时间	168伤害2a易伤3时间4a暴击5a等级7核9全技能a序列升级	7
7	63135 13223	 * 	290.93	橙5易伤3时间3攻速	149攻速25679易伤359时间59序列升级8全技能a核	7
8	13155 11151	 * 	290.53	橙5易伤2时间1等级1伤害	1伤害24568易伤35时间5序列升级7低血量敌人9等级a核	9
9	13155 13121	   	290.53	橙5易伤2时间1等级1伤害	1伤害24567易伤35时间5序列升级8等级9最后敌人a核	9
10	13155 13131	   	290.53	橙5易伤2时间1等级1伤害	1伤害24567易伤35时间5序列升级8等级9基地爆炸a核	8
11	13155 13131	   	290.53	橙5易伤2时间1等级1伤害	1伤害24567易伤35时间5序列升级8等级9敌人爆炸a核	9
12	13155 13161	   	290.53	橙5易伤2时间1等级1伤害	1伤害24567易伤35时间5序列升级8等级9低血量敌人a核	8
13	13155 13251	   	290.53	橙5易伤2时间1等级1伤害	1伤害24567易伤35时间5序列升级8敌人爆炸9等级a核	9
14	13155 13161	   	290.43	橙5易伤2时间1等级1伤害	1伤害24567易伤35时间5序列升级8等级9挖尘a核	9
15	13123 43615	 * 	289.59	橙2易伤3伤害2时间1等级2攻速1暴击	18a伤害25易伤3a时间4暴击6核7等级9a攻速a序列升级	4
16	63152 32224	 * 	289.08	橙3易伤2等级3时间2攻速1卖塔	18攻速246易伤368时间5卖塔68序列升级78等级9全技能a核	4
17	13113 44153	   	287.74	橙3易伤2等级2伤害2时间1核弹	1a伤害26a易伤38时间4核弹5金币生成7a等级9核a序列升级	4
18	13114 14153	   	287.74	橙3易伤2等级2伤害2时间1核弹	1a伤害26a易伤38时间4核弹5矿等7a等级9核a序列升级	6
19	13111 14153	   	287.64	橙3易伤2等级2伤害2时间1核弹	1a伤害26a易伤38时间4核弹5掉矿7a等级9核a序列升级	6
20	13111 44153	   	287.64	橙3易伤2等级2伤害2时间1核弹	1a伤害26a易伤38时间4核弹5掉矿7a等级9核a序列升级	5
21	32623 62522	   	287.62	橙4易伤3等级2伤害	1全技能29伤害3569易伤479等级8核9序列升级a随机矿	7
22	32623 62521	   	287.52	橙4易伤3等级2伤害	1全技能29伤害3569易伤479等级8核9序列升级a掉矿	7
23	13123 42315	 * 	287.16	橙2易伤3时间2伤害1等级2攻速1暴击	1a伤害25易伤37a时间4暴击6核8等级9a攻速a序列升级	4
24	13123 43515	   	287.16	橙2易伤3时间2伤害1等级2攻速1暴击	1a伤害25易伤38a时间4暴击6核7等级9a攻速a序列升级	4
25	63123 42325	   	287.16	橙2易伤3时间2伤害1等级2攻速1暴击	1a攻速25易伤37a时间4暴击6核8等级9a伤害a序列升级	4
26	13155 12261	 * 	285.31	橙4易伤3时间1等级1伤害	1伤害2456易伤35a时间5序列升级7等级8加一9核	6
27	63126 23612	   	285.10	橙2易伤2等级2伤害2时间1暴击	1攻速2a易伤35时间4暴击6a等级7核8策反9a伤害a序列升级	10
28	13142 12353	   	284.97	橙3易伤2伤害2时间1等级2攻速	1a伤害268易伤3a时间4矿等5等级7a攻速9核a序列升级	8
29	16431 12353	   	284.87	橙3易伤2伤害2时间1等级2攻速	1a伤害2等级3a时间468易伤5掉矿7a攻速9核a序列升级	8
30	13152 42315	   	284.73	橙3易伤2伤害2时间1等级2攻速1卖塔	1a伤害24a易伤37时间5卖塔6核8等级9a攻速a序列升级	4
31	13133 44153	 * 	284.68	橙2易伤2等级3时间2伤害	1a伤害26易伤38a时间4攻速5金币生成7a等级9核a序列升级	4
32	13134 14153	   	284.68	橙2易伤2等级3时间2伤害	1a伤害26易伤38a时间4攻速5矿等7a等级9核a序列升级	6
33	13131 14153	   	284.58	橙2易伤2等级3时间2伤害	1a伤害26易伤38a时间4攻速5掉矿7a等级9核a序列升级	6
