0	Index      	 *	Score 	Summary	Detail	Bounty	
1	14326 62121	 * 	281.00	橙4易伤2等级2时间1全技能	1全技能2489易伤34最后敌人48序列升级58等级6核78时间a敌人爆炸	7
2	14326 62122	   	281.00	橙4易伤2等级2时间1全技能	1全技能2489易伤34最后敌人48序列升级58等级6核78时间a双倍矿	7
3	14326 62123	   	281.00	橙4易伤2等级2时间1全技能	1全技能2489易伤34最后敌人48序列升级58等级6核78时间a低血量敌人	7
4	14126 62121	   	280.90	橙4易伤2等级2时间1全技能	1全技能2389易伤38序列升级4最后敌人58等级6核78时间a敌人爆炸	7
5	14126 62122	   	280.90	橙4易伤2等级2时间1全技能	1全技能2389易伤38序列升级4最后敌人58等级6核78时间a双倍矿	7
6	14126 62123	   	280.90	橙4易伤2等级2时间1全技能	1全技能2389易伤38序列升级4最后敌人58等级6核78时间a低血量敌人	7
7	14136 62121	   	280.80	橙4易伤2等级2时间1全技能	1全技能2389易伤38序列升级48时间58等级6核7挖青a敌人爆炸	7
8	14136 62122	   	280.80	橙4易伤2等级2时间1全技能	1全技能2389易伤38序列升级48时间58等级6核7挖青a双倍矿	7
9	14136 62123	   	280.80	橙4易伤2等级2时间1全技能	1全技能2389易伤38序列升级48时间58等级6核7挖青a低血量敌人	7
10	35142 33115	 * 	276.00	橙3易伤2伤害1等级1时间1暴击	1雷电256易伤36伤害4挖青6序列升级7暴击8核9等级a时间	8
11	14136 22621	 * 	275.47	橙4易伤1等级1伤害1时间1全技能	1全技能2378易伤3序列升级4时间5等级6雷电9核a伤害	10
12	14231 42622	 * 	275.46	橙5易伤3时间1全技能	1全技能2678a易伤3雷电4a掉矿56a时间6a序列升级9核	9
13	35142 33116	 * 	275.40	橙3易伤3伤害1等级1暴击	1雷电256易伤36a伤害4挖青6序列升级7暴击8核9等级	8
14	35142 32326	 * 	274.94	橙5易伤3伤害	1雷电25678易伤369伤害4挖青6序列升级a核	6
