0	Index      	 *	Score 	Summary	Detail	Bounty	
1	44122 12225	 * 	297.67	橙5易伤3伤害2时间	1234a易伤4a序列升级57a伤害6双倍矿8a时间9核	9
2	44122 21533	 * 	287.39	橙5易伤2伤害2暴击1时间	12349易伤49序列升级59伤害6策反7时间89暴击a核	9
3	33243 23552	 * 	283.49	橙2易伤2等级2时间1伤害2暴击	1a暴击2伤害3a易伤46等级5雷电7a时间8全技能9核a序列升级	7
4	33214 23152	 * 	282.06	橙2易伤2伤害2时间1等级2暴击	1a暴击28伤害3a易伤4雷电5等级6全技能7a时间9核a序列升级	3
5	33243 23152	   	282.06	橙2易伤2伤害2时间1等级2暴击	1a暴击28伤害3a易伤4等级5雷电6全技能7a时间9核a序列升级	5
6	33243 33152	   	282.06	橙2易伤2伤害2时间1等级2暴击	1a暴击28伤害3a易伤4等级5雷电6全技能7a时间9核a序列升级	6
7	33214 23552	 * 	277.70	橙2易伤3时间1等级1伤害2暴击	1a暴击2伤害3a易伤4雷电5等级6全技能78a时间9核a序列升级	3
8	33243 23552	   	277.70	橙2易伤3时间1等级1伤害2暴击	1a暴击2伤害3a易伤4等级5雷电6全技能78a时间9核a序列升级	5
9	33243 33552	   	277.70	橙2易伤3时间1等级1伤害2暴击	1a暴击2伤害3a易伤4等级5雷电6全技能78a时间9核a序列升级	6
10	44122 52233	 * 	277.28	橙5易伤2伤害1等级	12349易伤49序列升级59伤害69低血量敌人7加一8核a等级	9
11	33266 14123	 * 	276.93	橙3易伤2伤害2时间3暴击	169暴击24伤害349易伤49序列升级5攻速7挖尘89时间a核	8
12	33262 42312	 * 	276.86	橙3易伤3伤害1等级1暴击	1暴击247伤害349易伤4序列升级5基地爆炸6全技能8核a等级	7
13	44122 33153	   	275.85	橙5易伤1等级1伤害1时间	12346易伤4序列升级5伤害7时间8核9最后敌人a等级	7
14	44312 33163	 * 	275.22	橙4易伤2等级1伤害2雷电	125a易伤3a雷电4最后敌人6伤害7a等级8挖青9核a序列升级	7
15	44312 33163	   	275.22	橙4易伤2等级1伤害2雷电	125a易伤3a雷电4最后敌人6伤害7a等级8挖青9核a序列升级	6
16	44122 12221	   	275.09	橙4易伤2伤害1等级1时间	1234易伤4序列升级57伤害6双倍矿8时间9核a等级	9
17	43113 32131	 * 	273.07	橙3易伤2等级3时间	17a易伤26a时间3低血量敌人4敌人爆炸5全技能8核9a等级a序列升级	1
18	43163 32131	   	273.07	橙3易伤2等级3时间	17a易伤26a时间3低血量敌人4基地爆炸5全技能8核9a等级a序列升级	1
19	33261 13552	   	272.62	橙3易伤2伤害2暴击1时间2雷电	1a暴击24伤害34a易伤4a序列升级5金币生成6时间7a雷电8全技能9核	5
20	33262 13552	   	272.62	橙3易伤2伤害2暴击1时间2雷电	1a暴击24伤害34a易伤4a序列升级5矿等6时间7a雷电8全技能9核	4
21	33263 33552	   	272.62	橙3易伤2伤害2暴击1时间2雷电	1a暴击24伤害34a易伤4a序列升级5时间6金币生成7a雷电8全技能9核	4
22	33263 13552	   	272.52	橙3易伤2伤害2暴击1时间2雷电	1a暴击24伤害34a易伤4a序列升级5掉矿6时间7a雷电8全技能9核	5
23	33266 61231	 * 	272.20	橙3易伤2伤害1等级3暴击	179暴击24伤害34a易伤4序列升级5攻速6等级8核	7
24	44122 22533	   	271.14	橙5易伤2伤害2暴击	12349易伤49序列升级59伤害6策反7最后敌人89暴击a核	9
25	44122 12124	   	271.04	橙5易伤2伤害2暴击	12348易伤4a序列升级5a伤害6双倍矿7a暴击9核	6
26	41242 31421	 * 	271.04	橙4易伤2等级2时间	1569易伤2金币生成3a时间47等级8核	3
27	41242 31421	   	271.04	橙4易伤2等级2时间	1569易伤2金币生成3a时间47等级8核	2
28	33266 11243	   	270.29	橙3易伤2伤害3暴击1时间2攻速	167暴击24伤害347易伤47序列升级57攻速8时间9基地爆炸a核	6
29	33333 34313	 * 	269.40	橙3易伤3时间2伤害1暴击	1暴击24伤害345时间4序列升级678易伤9策反a核	4
30	33332 36436	   	269.40	橙3易伤3时间2伤害1暴击	1暴击24伤害348时间4序列升级5基地爆炸69a易伤7核	6
31	33341 36632	   	269.29	橙2易伤3时间1等级1伤害2暴击	19暴击2伤害39a时间4等级5掉矿69易伤7核8全技能9序列升级	6
32	44123 22613	   	269.26	橙5易伤1等级1伤害	1234a易伤4序列升级5全技能6等级7平台8核9伤害	10
33	33261 62323	   	268.95	橙4易伤2伤害2暴击1时间	19暴击24伤害3489易伤49序列升级5随机矿6核79挖尘a时间	4
34	43512 32151	 * 	268.82	橙3易伤2伤害2时间1等级	19a易伤2低血量敌人39时间45最后敌人6等级79伤害8核9序列升级	8
35	33261 62325	 * 	268.35	橙4易伤3伤害2暴击	19暴击24a伤害3489易伤49序列升级5随机矿6核79挖尘	4
36	33261 26423	   	267.79	橙3易伤2伤害1等级1时间1暴击	1暴击24伤害347易伤4序列升级5金币生成6最后敌人8时间9核a等级	7
37	33261 65111	   	267.79	橙3易伤2伤害1等级1时间1暴击	1暴击24伤害34a易伤4序列升级5金币生成6核7等级8平台9时间	5
38	33261 65111	   	267.79	橙3易伤2伤害1等级1时间1暴击	1暴击24伤害34a易伤4序列升级5随机矿6核7等级8平台9时间	4
39	33262 65111	   	267.79	橙3易伤2伤害1等级1时间1暴击	1暴击24伤害34a易伤4序列升级5矿等6核7等级8平台9时间	4
