0	Index      	 *	Score 	Summary	Detail	
1	14833 34385	 * 	413.95	橙4易伤1双倍秒伤1时间	1加一2346易伤4序列升级5金币生成7时间8雷电9核a双倍秒伤
2	14872 25224	   	401.03	橙3易伤1双倍秒伤1等级1时间	1加一239易伤4时间5赏金塔6等级7核8头目a双倍秒伤
3	61122 22313	 * 	400.15	紫4易伤1双倍秒伤2时间1全技能	1全技能2459易伤3核69时间7头目8赏金塔9序列升级a双倍秒伤
4	31223 21225	 * 	399.08	紫2双倍秒伤2易伤1暴击1时间	1火球减费2时间3暴击4核5毒气减费6雷电78易伤9a双倍秒伤
5	41223 21225	   	399.08	紫2双倍秒伤2易伤1暴击1时间	1烈焰减费2时间3暴击4核5毒气减费6雷电78易伤9a双倍秒伤
6	14218 84161	   	394.89	橙3易伤1双倍秒伤1伤害1时间	1加一279易伤3挖尘4时间5伤害6随机技能8核a双倍秒伤
7	61122 22353	   	387.60	紫4易伤1双倍秒伤1时间1全技能	1全技能2459易伤3核6时间7头目8赏金塔a双倍秒伤
8	31633 24124	   	387.48	橙3易伤1双倍秒伤2时间	1火球减费24时间347易伤4序列升级58金币生成6敌人爆炸9核a双倍秒伤
9	31633 51324	   	387.48	橙3易伤1双倍秒伤2时间	1火球减费24时间347易伤4序列升级5金币生成6立即金币8基地爆炸9核a双倍秒伤
10	31632 33124	   	387.38	橙3易伤1双倍秒伤2时间	1火球减费24时间347易伤4序列升级5挖尘6立即金币8矿等9核a双倍秒伤
11	41632 33124	   	387.38	橙3易伤1双倍秒伤2时间	1烈焰减费24时间347易伤4序列升级5挖尘6立即金币8矿等9核a双倍秒伤
12	14447 63416	   	387.28	橙3易伤1双倍秒伤2时间	1加一269易伤3双倍物品4金币生成59时间79掉矿8核9序列升级a双倍秒伤
13	31632 23124	   	387.28	橙3易伤1双倍秒伤2时间	1火球减费24时间347易伤4序列升级56挖尘8矿等9核a双倍秒伤
14	41632 23124	   	387.28	橙3易伤1双倍秒伤2时间	1烈焰减费24时间347易伤4序列升级56挖尘8矿等9核a双倍秒伤
15	13813 23772	   	384.33	紫2双倍秒伤2易伤2时间	1加一2赏金塔3额外掉落4核58低血量敌人68时间78易伤8序列升级9a双倍秒伤
