0	Index      	*	Score	Code	Var
1	24133 34133	*	322.4	橙橙2雷电2矿等2伤害	1双倍秒伤28雷电3赏金邻近46伤害56矿等6序列升级7基地爆炸9a核
2	24633 34133	 	318.3	橙橙2雷电2矿等2伤害	1双倍秒伤28雷电3赏金塔46伤害56矿等6序列升级7基地爆炸9a核
3	24132 13633	*	314.8	橙橙2雷电1等级2伤害	1双倍秒伤27雷电3赏金邻近48伤害5最后敌人6等级9a核
4	24136 13633	 	314.7	橙橙2雷电1等级2伤害	1双倍秒伤27雷电3赏金邻近48伤害5残血敌人6等级9a核
5	61313 43325	*	313.7	橙3易伤2等级1雷电2攻速	1a等级29攻速37a易伤4时间5雷电6a冰对甲8核a序列升级
6	61313 31521	*	311.7	橙2易伤2雷电1等级1矿等1伤害1攻速	1等级2攻速3a易伤4时间56雷电7核8伤害9矿等
7	24632 13633	 	310.7	橙橙2雷电1等级2伤害	1双倍秒伤27雷电3赏金塔48伤害5最后敌人6等级9a核
8	64342 23133	 	310.4	橙橙2雷电1等级1伤害	1等级2时间3敌人爆炸45雷电6伤害7最后敌人8赏金邻近9a核
9	24366 33233	*	310.2	橙橙2等级2雷电	1双倍秒伤26雷电3技能46等级5赏金邻近6序列升级79敌人爆炸8a核
10	24133 33233	 	307.6	橙橙2矿等2伤害1雷电	1双倍秒伤2雷电3赏金邻近46伤害56矿等6序列升级7双倍矿8最后敌人9a核
11	24133 33633	 	307.4	橙橙2矿等2伤害1雷电	1双倍秒伤2雷电3赏金邻近46伤害56矿等6序列升级7双倍矿8挖青9a核
12	64242 23133	 	307.0	橙橙2雷电1等级1伤害	1等级2时间3残血敌人45雷电6伤害7最后敌人8赏金邻近9a核
13	24366 33213	 	306.6	橙橙2等级2雷电	1双倍秒伤26雷电3技能46等级5赏金邻近6序列升级7敌人爆炸8a核
14	15363 35133	 	306.5	橙橙2雷电1等级1攻速	1残血敌人2攻速3敌人爆炸4等级56雷电7时间8赏金邻近9a核
15	61311 51521	*	305.9	橙2易伤1等级1雷电2攻速1矿等1伤害	1等级25攻速3a易伤4时间6雷电7核8伤害9矿等
16	45223 31521	 	305.5	橙2易伤2雷电1等级1矿等1伤害1攻速	1敌人爆炸2攻速3a易伤4等级56雷电7核8伤害9矿等
17	61313 31615	*	304.6	橙3等级2易伤2雷电1攻速	18a等级2攻速3a易伤4时间56雷电7核a序列升级
18	61316 16331	*	304.2	橙3易伤2等级1雷电3时间1攻速	16等级2攻速37a易伤456时间6序列升级8雷电9核
19	61315 14331	 	304.2	橙3易伤2等级1雷电3时间1攻速	16等级2攻速35a易伤467时间6序列升级8雷电9核
20	24133 31331	*	304.2	橙2矿等1等级2伤害1易伤1雷电1攻速	1双倍秒伤2雷电3赏金邻近46伤害56矿等6序列升级7攻速8等级9核a易伤
21	24633 33233	 	303.5	橙橙2矿等2伤害1雷电	1双倍秒伤2雷电3赏金塔46伤害56矿等6序列升级7双倍矿8最后敌人9a核
22	61163 33133	 	303.3	橙橙2雷电1等级1攻速	1等级2攻速3基地爆炸4时间56雷电7最后敌人8赏金邻近9a核
23	24633 33633	 	303.3	橙橙2矿等2伤害1雷电	1双倍秒伤2雷电3赏金塔46伤害56矿等6序列升级7双倍矿8挖青9a核
24	24361 33133	 	303.2	橙橙2等级2雷电	1双倍秒伤26雷电3技能45等级7最后敌人8赏金邻近9a核
25	61263 33133	 	303.0	橙橙2雷电1等级1攻速	1等级2攻速3挖尘4时间56雷电7最后敌人8赏金邻近9a核
26	61423 35133	 	303.0	橙橙2雷电1等级1攻速	1等级2攻速3最后敌人4挖尘56雷电7时间8赏金邻近9a核
27	61335 33212	*	303.0	橙2易伤2矿等1等级1雷电1伤害1攻速	1等级2攻速36易伤4伤害5双倍秒伤7a矿等8核9雷电
28	61313 31225	*	302.9	橙2易伤2等级2雷电2攻速	1a等级29攻速3a易伤4时间56雷电7核a序列升级
29	24132 15133	 	302.8	橙橙2雷电1等级1伤害	1双倍秒伤28雷电3赏金邻近4伤害5最后敌人6等级7双倍矿9a核
30	24136 15133	 	302.6	橙橙2雷电1等级1伤害	1双倍秒伤28雷电3赏金邻近4伤害5残血敌人6等级7双倍矿9a核
31	24133 34243	 	302.3	橙橙2矿等2伤害1雷电	1双倍秒伤2雷电3赏金邻近46伤害56矿等6序列升级79基地爆炸8a核
